cooling demand,dhw demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,dhw storage electricity consumption,heating fuel consumption,dhw fuel consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,5.394657,49.30858,0.02589542,23.889091,5.657878,0.0,55.016605,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,49.30858,0.0,6.543265,36.116127,11.826154,19.007565,55.01661,7.6126375,11.511579,36.116127,0.0,36.116127,36.116127,39.59827,39.59827,6.543265,0.0
0.0784016,6.120484,50.40593,0.0,30.175198,6.4349904,0.0,1.5451025,0.0,0.0,0.0,1.4913836,1.4913836,0.0,0.0,0.0,0.0,0.0,0.0,50.40593,1.4913836,7.4673653,45.56893,14.654052,24.777687,1.5451025,0.21379551,0.32329455,45.56893,0.0,38.01291,38.01291,41.0825,41.0825,7.4673653,0.0
0.0,2.0563266,50.379753,0.0,28.809658,2.1892252,0.0,1.3863332,0.0,0.0,0.0,1.8512475,1.8512475,0.0,0.0,0.0,0.0,0.0,0.17041154,48.005684,2.0216591,6.2684927,39.118626,12.429903,21.028397,1.3863332,0.19182664,0.29007396,39.118626,0.0,32.765633,32.765633,35.123005,35.123005,6.2684927,0.0
0.0,11.102127,50.934074,0.0,27.15864,11.94672,0.0,0.2945692,0.0,0.0,0.0,1.7532201,1.7532201,0.0,0.0,0.0,0.0,0.0,0.002846288,42.145817,1.7560663,6.2296653,47.088245,14.954774,25.17143,0.2945692,0.04075948,0.061635148,47.088245,0.0,44.54546,44.54546,47.34921,47.34921,6.2296653,0.0
0.0,2.800099,50.35363,0.0,30.364424,2.9565358,0.0,2.4146066,0.0,0.0,0.0,-0.18861586,0.0,-0.18861586,0.0,0.0,0.0,0.0,1.2981539,48.311653,1.109538,7.860568,40.992912,13.014954,22.034529,2.4146066,0.33410862,0.50522804,40.992912,0.0,36.416733,36.416733,38.70435,38.70435,7.860568,0.0
0.0,17.536346,49.04725,0.0,28.059307,18.949265,0.0,0.0,0.0,0.0,0.0,1.6468127,1.6468127,0.0,0.0,0.0,0.0,0.0,0.0010190866,45.953876,1.6478317,8.267109,56.922493,18.072483,30.529293,0.0,0.0,0.0,56.922493,0.0,52.728188,52.728188,55.184326,55.184326,8.267109,0.0
0.0,2.6235106,53.40096,0.0,24.022646,2.7949605,0.0,0.0,0.0,0.0,0.0,0.52399594,0.52399594,0.0,0.0,0.0,0.0,0.0,0.369828,44.299477,0.89382386,15.945933,43.287537,13.716019,23.473639,0.0,0.0,0.0,43.287537,0.0,45.241184,45.241184,48.593628,48.593628,15.945933,0.0
0.0,1.1797404,66.485374,0.0,37.642506,1.2687244,0.0,2.4696472,0.0,0.0,0.0,0.28084764,0.28084764,0.0,0.0,0.0,0.0,0.0,0.36868718,65.92922,0.6495348,16.747854,55.93993,17.765984,30.586517,2.4696472,0.34172457,0.5167447,55.93993,0.0,53.166782,53.166782,60.66957,60.66957,16.747854,0.0
0.0,8.043204,47.71915,0.0,24.399948,8.478661,0.0,0.0,0.0,0.0,0.0,-0.13202722,0.0,-0.13202722,0.0,0.0,0.0,0.0,0.43722385,45.909,0.3051966,12.06194,44.121525,13.939904,24.203264,0.0,0.0,0.0,44.121525,0.0,43.129498,43.81649,45.366142,46.053143,12.06194,-0.68699723
0.0,5.363298,41.179558,0.0,18.002083,5.6787395,0.0,0.0,0.0,0.0,0.0,-0.59926295,0.0,-0.59926295,0.0,0.0,0.0,0.0,0.883236,33.672626,0.28397298,11.415069,32.45727,10.254661,18.290783,0.0,0.0,0.0,32.45727,0.0,34.968323,37.007675,35.681995,37.72135,11.415069,-2.039356
