heating_storage,electrical_storage,heating_device,heating_fuel_device
-0.35692245,-0.104431026,0.031145006,0.23824938
-0.053172626,-0.109119505,0.04897222,0.10071747
0.18818676,-0.10520548,0.031464636,0.22279026
-0.10327699,-0.09911308,0.038150787,0.38511872
0.22419676,-0.1079096,0.033280984,0.23842044
-0.4003306,-0.10917418,0.03887996,0.067622215
-0.45684686,-0.10962777,0.030235812,0.104989976
-0.43544906,-0.09925848,0.042086676,0.15505609
-0.4589127,-0.11199664,0.022585556,0.02178897
-0.34545207,-0.09520947,0.026693732,0.03474489
-0.03604267,-0.08667269,0.042998835,0.088388935
0.03577427,-0.10121381,0.09481837,0.04939416
-0.43659806,-0.110504076,0.10210201,0.03100118
-0.4675542,-0.11405138,0.056916,0.019043446
-0.4802436,-0.11329656,0.026510522,0.010325372
-0.4720129,-0.11375163,0.020403951,0.014175698
-0.4555249,-0.108931765,0.03206022,0.026989669
-0.47785997,-0.10881137,0.016091585,0.01420559
-0.48808575,-0.10704335,0.027432963,0.010635689
-0.4718628,-0.11260038,0.12213242,0.010309473
-0.47581026,-0.09414741,0.01883331,0.009541646
-0.3664025,-0.059983622,0.017007753,0.00908564
-0.44985604,-0.06718681,0.014098376,0.015701547
-0.45996884,-0.008304054,0.021639004,0.025429606
-0.3666722,-0.03983319,0.010767877,0.011201337
-0.3790361,-0.022717264,0.012716487,0.010389328
-0.47789255,-0.0780408,0.024995133,0.012998223
-0.4642309,-0.09272434,0.028107673,0.014300942
-0.46247202,-0.10349567,0.043094307,0.011758819
-0.43949735,-0.10544312,0.066272765,0.014609799
-0.4397224,-0.10174118,0.062365085,0.02089779
-0.42167836,-0.10767142,0.08840498,0.016697586
-0.47145298,-0.09837491,0.076413125,0.020176709
-0.42056206,-0.09570244,0.07400611,0.024128556
-0.4352041,-0.044288993,0.07568118,0.047843218
-0.42572153,-0.06037588,0.04157345,0.030445948
-0.40777412,-0.01673652,0.053715706,0.04903376
-0.45212778,-0.06466483,0.0318197,0.029949784
-0.3616896,-0.05560972,0.024546698,0.03593056
-0.41112545,-0.06636996,0.020328835,0.031316012
-0.406736,-0.09387292,0.028360963,0.019960374
-0.41173232,-0.09439365,0.022070661,0.018299758
-0.37873864,-0.07968087,0.021074891,0.017013282
-0.38111037,-0.08290473,0.018058062,0.021209762
-0.22916177,-0.08809944,0.026665345,0.01926656
-0.28679445,-0.0559127,0.021583408,0.013304517
-0.36115444,-0.029290847,0.017304465,0.012062177
-0.36276233,-0.066012286,0.01097241,0.0068308264
-0.39411,-0.094055146,0.03462079,0.04268013
-0.4568385,-0.095939174,0.03090097,0.03789209
-0.46759748,-0.08558119,0.0204923,0.029678985
