bld_id,cooling demand,heating demand,dhw demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,heating fuel consumption,dhw fuel consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from electrical storage,energy to electrical storage,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from heating fuel device to heating storage,energy from heating device to heating storage,energy from heating storage,heating storage soc,heating storage capacity,energy from heating device,energy from heating fuel device,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,electricity price,fuel price,electricity carbon intensity,fuel carbon intensity,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,outdoor_temperature,indoor_temperature,heating_sp,cooling_sp,comfort_band
resstock-amy2018-2021-release-1-29185,0.0,4.1935334,0.0,0.0,1.8912711,0.0,4.674266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,10.484606,4.1935334,4.1935334,0.18671021,2.0779812,0.6804308,1.093621,4.674266,0.6467772,0.9780353,0.327448,0.1383698,0.5262901,0.20923826,2.0779812,0.0,2.0779812,2.0779812,0.18671021,-0.0,8.9,21.09462,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,4.1681266,0.0,0.0,1.9081419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690124,0.9690124,0.0,0.062218476,14.999955177307129,0.9332743525031795,-0.0,0.9690124,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,10.484606,4.1681266,0.0,0.18554509,3.0626993,0.98490226,1.6653144,0.0,0.0,0.0,0.3215798,0.1383698,0.54374075,0.0,3.0626993,0.0,2.093687,2.093687,0.18554509,-0.0,8.3,21.111025,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,4.19506,0.0,0.0,2.1041875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3187214,0.3187214,0.0,0.08175498,14.999939918518066,1.2263198251114886,-0.0,0.3187214,0.0,-0.0,0.0,-0.0,0.4013071,0.4013071,-0.0,0.036984835,10.484606,4.19506,0.0,0.18455094,2.60746,0.8285178,1.401652,0.0,0.0,0.0,0.317749,0.1383698,0.53755456,0.0,2.60746,0.0,2.105023,2.105023,0.18455094,-0.0,8.3,21.111107,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,4.301242,0.0,0.0,2.9128315,0.0,2.2824554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1085288,0.1085288,0.0,0.08785173,14.999935150146484,1.3177702973672467,-0.0,0.1085288,0.0,-0.0,0.0,-0.0,3.9406364,3.9406364,-0.0,0.399996,10.484606,4.301242,0.0,0.18349981,3.2048602,1.0178328,1.7131859,2.2824554,0.3158229,0.477577,0.3175904,0.1383698,0.5345587,0.20923826,3.2048602,0.0,1.2432312,1.2432312,0.18349981,-0.0,7.2,21.11111,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,4.3381844,0.0,0.0,2.9128315,0.0,2.7785978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087112375,14.999935150146484,1.3066799698314924,-0.0,0.0,0.0,-0.0,0.0,-0.0,4.3117313,4.3117313,-0.0,0.79562205,10.484606,4.3381844,0.0,0.18233469,3.0951662,0.982693,1.6637152,2.7785978,0.384474,0.58138895,0.3174928,0.1383698,0.53752047,0.20923825,3.0951662,0.0,1.0553467,1.0553467,0.18233469,-0.0,6.95,21.11111,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,3.8101165,4.180393,0.0,2.9128315,4.6265864,1.2840627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08637924,14.999935150146484,1.2956829604142683,-0.0,0.0,0.0,-0.0,0.0,-0.0,2.2553282,2.2553282,-0.0,1.0,10.484606,3.8101165,0.0,0.22351956,7.7629375,2.4646769,4.1635036,1.2840627,0.1776755,0.26867506,0.3174928,0.1383698,0.53633094,0.20923826,7.7629375,0.0,6.6895866,6.6895866,0.22351956,-0.0,6.7,21.11111,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,4.1281366,0.0,0.0,1.4956596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08565226,14.999935150146484,1.2847783750497683,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.85860485,0.9108815,10.484606,3.2695317,0.0,0.41720062,1.9128602,0.6061058,1.0372914,0.0,0.0,0.0,0.3168584,0.1383698,0.54227245,0.0,1.9128602,0.0,2.305632,2.305632,0.41720062,-0.0,8.33,21.11111,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,5.015951,0.0,0.0,2.9128315,0.0,0.76952827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004112066,0.004112066,0.0,0.085187614,14.999935150146484,1.2778086850569252,-0.0,0.004112066,0.0,-0.0,0.0,-0.0,1.0101582,1.0101582,-0.0,1.0,10.484606,5.015951,0.0,0.18710911,3.1040528,0.9858173,1.6972162,0.76952827,0.10647947,0.16101475,0.3175904,0.1383698,0.54677427,0.20923825,3.1040528,0.0,2.5928702,2.5928702,0.18710911,-0.0,4.4,21.11111,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,3.9029276,0.0,0.0,2.379954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08447067,14.999935150146484,1.2670545262643316,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.047394976,0.047394976,-0.0,1.0,10.484606,3.9029276,0.0,0.18736243,2.5236871,0.79734224,1.3843918,0.0,0.0,0.0,0.3159434,0.1383698,0.5485592,0.0,2.5236871,0.0,2.5023067,2.545936,0.18736243,-0.04362942,8.89,21.11111,21.11111,21.11111,2.0
resstock-amy2018-2021-release-1-29185,0.0,3.4304655,0.0,0.0,1.5096816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10284159,0.10284159,0.0,0.09018783,14.999930381774902,1.3528112119800682,-0.0,0.10284159,0.0,-0.0,0.0,-0.0,0.01207846,0.01207846,-0.0,0.99674517,10.484606,3.4304655,0.0,0.18673557,1.6598129,0.5244069,0.93536127,0.0,0.0,0.0,0.3159434,0.1383698,0.56353414,0.0,1.6598129,0.0,1.5516745,1.6911203,0.18673557,-0.13944575,10.0,21.11111,21.11111,21.11111,2.0
