cooling demand,dhw demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,dhw storage electricity consumption,heating fuel consumption,dhw fuel consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,5.394657,49.30858,0.02589542,23.889091,5.657878,0.0,55.016605,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,49.30858,0.0,6.543265,36.116127,11.826154,19.007565,55.01661,7.6126375,11.511579,36.116127,0.0,36.116127,36.116127,39.59827,39.59827,6.543265,0.0
0.0784016,6.120484,50.40593,0.0,28.652033,6.4349904,0.0,0.01906978,0.0,0.0,0.0,2.287445,2.287445,0.0,0.0,0.0,0.0,0.0,0.0,50.40593,2.287445,7.4673653,44.841835,14.420228,24.382334,0.01906978,0.0026386816,0.0039901277,44.841835,0.0,38.65073,38.65073,41.72032,41.72032,7.4673653,0.0
0.0,2.0563266,50.379753,0.0,26.659758,2.1892252,0.0,0.0,0.0,0.0,0.0,2.3032832,2.3032832,0.0,0.0,0.0,0.0,0.0,0.050096195,48.89437,2.3533795,6.2684927,37.42076,11.890409,20.115702,0.0,0.0,0.0,37.42076,0.0,33.34954,33.34954,35.706913,35.706913,6.2684927,0.0
0.0,11.102127,50.934074,0.0,30.067913,11.94672,0.0,2.6332695,0.0,0.0,0.0,2.1442263,2.1442263,0.0,0.0,0.0,0.0,0.0,0.12407796,50.080513,2.2683043,6.2296653,50.388527,16.002913,26.935625,2.6332695,0.36436498,0.55098075,50.388527,0.0,42.95871,42.95871,45.762463,45.762463,6.2296653,0.0
0.0,2.800099,50.35363,0.0,28.14576,2.9565358,0.0,2.7785978,0.0,0.0,0.0,2.1191635,2.1191635,0.0,0.0,0.0,0.0,0.0,0.030745968,48.363686,2.1499095,7.860568,41.082027,13.043247,22.082428,2.7785978,0.384474,0.58138895,41.082027,0.0,35.58493,35.58493,37.872543,37.872543,7.860568,0.0
0.0,17.536346,49.04725,0.0,26.620401,18.949265,0.0,1.2840627,0.0,0.0,0.0,1.5868053,1.5868053,0.0,0.0,0.0,0.0,0.0,0.0,44.64396,1.5868053,8.267109,55.42358,17.596588,29.72538,1.2840627,0.1776755,0.26867506,55.42358,0.0,52.754364,52.754364,55.210506,55.210506,8.267109,0.0
0.0,2.6235106,53.40096,0.0,25.552668,2.7949605,0.0,0.18826838,0.0,0.0,0.0,0.6855735,0.6855735,0.0,0.0,0.0,0.0,0.0,0.14211617,48.046066,0.8276897,15.945933,44.979137,14.252018,24.39095,0.18826838,0.026050657,0.039392944,44.979137,0.0,45.143127,45.143127,48.49557,48.49557,15.945933,0.0
0.0,1.1797404,66.485374,0.0,40.747105,1.2687244,0.0,1.9656423,0.0,0.0,0.0,1.0149292,1.0149292,0.0,0.0,0.0,0.0,0.0,0.83791214,65.9377,1.8528414,16.747854,59.778618,18.985113,32.68541,1.9656423,0.27198553,0.41128758,59.778618,0.0,53.71968,53.71968,61.22247,61.22247,16.747854,0.0
0.0,8.043204,47.71915,0.0,26.00848,8.478661,0.0,0.0,0.0,0.0,0.0,-0.02173984,0.0,-0.02173984,0.0,0.0,0.0,0.0,1.1403356,45.22057,1.1185956,12.06194,45.84034,14.482953,25.14614,0.0,0.0,0.0,45.84034,0.0,43.77656,44.463547,46.0132,46.700195,12.06194,-0.68699723
0.0,5.363298,41.179558,0.0,19.641348,5.6787395,0.0,0.0,0.0,0.0,0.0,0.6415741,0.6415741,0.0,0.0,0.0,0.0,0.0,0.4351616,36.75373,1.0767357,11.415069,35.337376,11.164611,19.913816,0.0,0.0,0.0,35.337376,0.0,34.628483,36.66784,35.34216,37.381516,11.415069,-2.039356
