dhw_storage,electrical_storage,cooling_or_heating_device
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,1.0
-0.08,-0.08,0.0
-0.08,-0.08,0.5437413597106934
-0.08,-0.08,0.0
-0.08,-0.08,1.0
-0.08,-0.08,0.0
-0.08,-0.08,0.8430681228637695
0.091,0.091,0.0
0.091,0.091,0.8868269538879394
0.091,0.091,0.0
0.091,0.091,0.8806842231750488
0.091,0.091,0.0
0.091,0.091,0.8271953392028808
0.091,0.091,0.0
0.091,0.091,0.9288550949096679
0.091,0.091,0.0
0.091,0.091,0.902576503753662
0.091,0.091,0.0
-0.08,-0.08,0.8817391586303711
-0.08,-0.08,0.0
-0.08,-0.08,0.9499984931945801
-0.08,-0.08,0.0
-0.08,-0.08,0.9554681777954102
-0.08,-0.08,0.0
-0.08,-0.08,0.8927530097961426
-0.08,-0.08,0.0
-0.08,-0.08,1.0
-0.08,-0.08,0.0
-0.08,-0.08,1.0
-0.08,-0.08,0.0
-0.08,-0.08,0.88212646484375
0.091,0.091,0.0
0.091,0.091,1.0
0.091,0.091,0.0
0.091,0.091,0.9480308151245116
0.091,0.091,0.0
0.091,0.091,1.0
0.091,0.091,0.0
0.091,0.091,1.0
0.091,0.091,0.0
0.091,0.091,1.0
0.091,0.091,0.0
-0.08,-0.08,0.8919878768920899
-0.08,-0.08,0.0
-0.08,-0.08,0.4490639495849609
-0.08,-0.08,0.0
-0.08,-0.08,0.21101078987121583
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.38623096466064455
0.091,0.091,0.0
0.091,0.091,0.5691451263427735
0.091,0.091,0.0
0.091,0.091,0.5282071304321289
0.091,0.091,0.0
0.091,0.091,0.7469322204589844
0.091,0.091,0.0
0.091,0.091,0.40069265365600587
0.091,0.091,0.0
0.091,0.091,0.9178866100311279
0.091,0.091,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.2481055164337158
-0.08,-0.08,0.0
0.091,0.091,0.20339873313903808
0.091,0.091,0.0
0.091,0.091,0.3848205471038818
0.091,0.091,0.0
