cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,outdoor_temperature,indoor_temperature,heating_sp,cooling_sp,comfort_band
0.0,3.3286107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.3286107,0.0,0.18956426,0.18956426,0.18956426,0.0,0.18956426,0.18956426,0.18956426,-0.0,8.9,19.983559,20.0,20.0,2.0
0.0,2.9672632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017492946,0.017492946,0.0,0.002480397,6.599999175830492,0.016370618161730844,0.0,-0.0,0.0,-0.0,-0.0,2.9672632,0.017492946,0.18831366,0.20580661,0.20580661,0.0,-1.5536375,-1.5536375,0.18831366,-0.0,8.3,20.0,20.0,20.0,2.0
0.0,2.9131746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050770296,0.0,-0.0050770296,0.0016539346,6.599998936629306,0.010915966575556726,0.0,-0.0,0.0,-0.0,0.0050770296,2.9131746,0.0,0.19933882,0.19426179,0.19426179,0.0,-0.093912214,-0.093912214,0.19933882,-0.0,8.3,20.0,20.0,20.0,2.0
0.0,2.8710902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010200855,0.0,-0.010200855,0.0,6.599998456022143,0.0,0.0,-0.0,0.0,-0.0,0.010200855,2.8710902,0.0,0.18623988,0.17603903,0.17603903,0.0,-0.62883604,-0.62883604,0.18623988,-0.0,7.2,20.0,20.0,20.0,2.0
0.0,2.869687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.599998456022143,0.0,0.0,-0.0,0.0,-0.0,-0.0,2.869687,0.0,0.18498929,0.18498929,0.18498929,0.0,-0.7057842,-0.7057842,0.18498929,-0.0,6.95,20.0,20.0,20.0,2.0
0.0,1.9118263,0.0,0.0,1.0740659,1.1727087,0.0,0.0,0.0,0.0,0.0,0.0,0.0056661246,0.0056661246,0.0,0.00080294505,6.59999818906607,0.005299435906291951,0.0,-0.0,0.0,-0.0,-0.0,1.9118263,0.0056661246,0.18524572,0.19091184,0.19091184,0.0,-0.6601412,-0.6601412,0.18524572,-0.0,6.7,20.0,20.0,20.0,2.0
0.0,2.7512836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07459717,0.07459717,0.0,0.011409444,6.59999467446476,0.07530226833927339,0.0,-0.0,0.0,-0.0,-0.0,2.7512836,0.07459717,0.25197357,0.32657075,0.32657075,0.0,-0.22546399,-0.22546399,0.25197357,-0.0,8.33,20.0,20.0,20.0,2.0
0.0,3.244904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049643006,0.049643006,0.0,0.018441672,6.599992335562873,0.12171489059173295,0.0,-0.0,0.0,-0.0,-0.0,3.244904,0.049643006,0.2761897,0.32583272,0.32583272,0.0,-0.33999187,-0.33999187,0.2761897,-0.0,4.4,20.0,20.0,20.0,2.0
0.0,2.6997068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074530534,0.074530534,0.0,0.02901047,6.599988824098058,0.19146877180170618,0.0,-0.0,0.0,-0.0,-0.0,2.6997068,0.074530534,0.28178522,0.32991555,0.32991555,0.0,-0.20234749,-0.17594728,0.28178522,-0.026400212,8.89,20.0,20.0,20.0,2.0
0.0,2.4951994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038000774,0.038000774,0.0,0.034357946,6.599987033711721,0.22676200052103598,0.0,-0.0,0.0,-0.0,-0.0,2.4951994,0.038000774,0.18910523,0.15593293,0.15593293,0.0,-0.36453614,-0.29336306,0.18910523,-0.07117307,10.0,20.0,20.0,20.0,2.0
0.0,2.0041041,0.0,0.0,0.19029352,0.20777018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0076944116,0.0,-0.0076944116,0.033056676,6.599986671193495,0.21817362355335004,0.0,-0.0,0.0,-0.0,0.0076944116,2.0041041,0.0,0.18819655,0.07619149,0.07619149,0.0,-0.09963306,0.0046775937,0.18819655,-0.104310654,10.6,20.0,20.0,20.0,2.0
0.0,1.0575098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031189416,0.0,-0.031189416,0.027957674,6.599985201720207,0.18452023543943116,0.0,-0.0,0.0,-0.0,0.031189416,1.0575098,0.0,1.3169072,1.1586468,1.1586468,0.0,0.9011322,1.0282032,1.3169072,-0.12707096,11.1,20.0,20.0,20.0,2.0
0.0,0.3209105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11394902,0.0,-0.11394902,0.009553219,6.5999798330693435,0.06305105400630916,0.0,-0.0,0.0,-0.0,0.11394902,0.3209105,0.0,0.2807234,0.04201287,0.04201287,0.0,-0.10152215,0.023239344,0.2807234,-0.12476149,12.2,20.0,20.0,20.0,2.0
0.10339402,0.0,0.005169701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059244674,0.0,-0.059244674,0.0,6.599977041784097,0.0,0.10339402,-0.0,0.0,-0.0,0.059244674,0.0,0.0,0.28050318,0.10931597,0.10931597,0.0,0.16856064,0.28567287,0.28050318,-0.11711223,12.8,20.0,20.0,20.0,2.0
0.21293643,0.0,0.010646822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.599977041784097,0.0,0.21293643,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2796783,0.1918521,0.1918521,0.0,-0.08448592,0.013987087,0.2796783,-0.098473005,12.8,19.986513,20.0,20.0,2.0
0.9018305,0.0,0.047870945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.599977041784097,0.0,0.9018305,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2863047,0.26889062,0.26889062,0.0,0.26889062,0.33417565,0.2863047,-0.06528504,13.3,19.15673,20.0,20.0,2.0
0.63216364,0.0,0.031608183,0.0,0.19029346,0.20777012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.599977041784097,0.0,0.63216364,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.33592644,0.34516022,0.34516022,0.0,0.34516022,0.36753464,0.33592644,-0.022374434,11.7,18.88977,20.0,20.0,2.0
0.0,0.34528202,0.0,0.0,0.5277829,0.5762548,0.0,0.0,0.0,0.0,0.0,0.0,0.0334644,0.0334644,0.0,0.004748866,6.599975465123872,0.031342398836549996,0.0,-0.0,0.0,-0.0,-0.0,0.34528202,0.0334644,0.3433609,0.3768253,0.3768253,0.0,0.13651869,0.13651869,0.3433609,-0.0,11.7,19.49199,20.36111,20.36111,2.0
0.0,1.3641768,0.0,0.0,0.32047683,0.3499096,0.0,0.0,0.0,0.0,0.0,0.0,0.049784277,0.049784277,0.0,0.011811852,6.59997311955928,0.07795790869611874,0.0,-0.0,0.0,-0.0,-0.0,1.3010881,0.049784277,0.70292854,0.75271285,0.75271285,0.0,0.7717055,0.7717055,0.70292854,-0.0,10.6,20.576866,21.074074,21.074074,2.0
0.0,1.7383529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035303675,0.035303675,0.0,0.016803311,6.599971456241377,0.1109013741850626,0.0,-0.0,0.0,-0.0,-0.0,1.7044537,0.035303675,0.40955812,0.4448618,0.4448618,0.0,0.4465138,0.4465138,0.40955812,-0.0,10.6,21.376564,20.0,20.0,2.0
0.0,1.290434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016937895,0.0,-0.016937895,0.014034091,6.599970658219331,0.09262458593491514,0.0,-0.0,0.0,-0.0,0.016937895,1.290434,0.0,0.35506824,0.33813035,0.33813035,0.0,-0.47517103,-0.47517103,0.35506824,-0.0,10.6,21.198399,20.0,20.0,2.0
0.0,0.8855755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08638196,0.08638196,0.0,0.026302489,6.599966588367948,0.17359554542782515,0.0,-0.0,0.0,-0.0,-0.0,0.8855755,0.08638196,0.44322944,0.5296114,0.5296114,0.0,-0.53662413,-0.53662413,0.44322944,-0.0,8.3,20.52584,19.967592,19.967592,2.0
