electrical_storage,cooling_or_heating_device
0.0020711303,0.08200434
-0.011099347,-0.016665917
-0.011669648,-0.028233381
-0.0125301825,-0.08987485
-0.008246081,-0.12938334
-0.006254093,-0.12198955
-0.0013797209,-0.0010238844
0.008753308,0.31734595
0.0065467563,-0.10829395
-0.0017586747,-0.40263122
-0.0068566157,0.17840683
-0.0061957426,-0.10345289
-0.0014025335,-0.29531235
-0.0009791194,-0.40428182
-0.009486691,-0.24842519
-0.006604794,-0.3218075
-0.0081834495,-0.4107466
-0.017984575,-0.18531652
-0.01369321,-0.27966312
-0.009965716,-0.17987046
-0.007416035,-0.15869403
-0.005845011,-0.21230352
-0.0041543343,-0.2306359
-0.0028207304,-0.200252
0.0054535237,0.13429335
-0.0023325882,-0.26819617
-0.0072193504,0.32004946
-0.0059046964,0.13518277
-0.008291828,-0.034414213
-0.011124573,-0.08726406
-0.012667236,0.033630483
-0.0063914913,-0.20206624
-0.003264957,0.046134837
-0.002184409,0.023917701
-0.008791916,-0.24901481
-0.008296673,-0.16436708
-0.0075336182,-0.20419297
-0.005960061,-0.23002385
-0.012833449,-0.3750899
-0.010503671,-0.2665146
-0.010428076,-0.35208222
-0.006736227,-0.4200955
-0.0028234546,-0.18310905
0.00028599703,-0.3786708
-0.0028590297,-0.045765657
-0.008008369,-0.026280923
-0.008480593,-0.24533439
-0.0066102464,0.08570053
-0.004143891,-0.3029804
-0.00430837,0.031186935
0.0057359566,0.06170022
0.010264059,-0.08919247
0.008734227,-0.03894932
0.008819809,-0.21517211
0.0044838893,-0.124668494
0.0013131286,-0.029466474
-0.008182052,-0.2707619
-0.009199647,-0.11605201
-0.01201315,-0.31656522
-0.011031917,-0.09045637
-0.0054523605,-0.2974554
-0.011675784,-0.34701824
-0.01255154,-0.21545145
-0.012283349,-0.18087094
-0.01614067,-0.23927698
-0.019452872,-0.2624815
-0.019677725,-0.3447603
-0.017086433,-0.22656101
-0.009489607,-0.19862443
0.0017486627,-0.027527673
-0.0026596661,-0.16383915
-0.00026144512,-0.2049163
-0.00018265528,-0.22738189
0.005746667,-0.3422717
-0.0011447758,0.36965388
0.0008124814,0.05490301
-0.0011427286,-0.12759317
0.0006946437,-0.052094057
-1.5453355e-06,6.541889e-05
-0.0008467142,-0.21604818
-0.0031133795,0.20101717
-0.0035099403,-0.14925644
-0.0060092225,-0.10498853
-0.0048939115,-0.15600836
-0.0020056677,-0.2613001
-0.007246422,-0.35339627
-0.0011193485,0.15132554
0.00090303726,0.22082852
0.00088212645,0.11501998
0.001111035,-0.2624687
-0.00027103417,0.044987403
0.0037590452,0.010535799
0.0048014075,-0.07093367
0.0044065476,0.026284823
0.005980773,0.14251433
0.005636609,0.0051494534
0.005164403,0.07714943
0.010144635,-0.42710772
0.0044963392,0.35769063
0.006573504,-0.0238943
9.916808e-06,0.3440507
0.000649613,0.09910738
-0.00093324314,0.25253865
-0.0028559002,0.2146744
-0.0013318066,-0.14289196
0.0011669287,-0.23647016
0.0029528553,-0.25996804
0.0031483346,-0.29317304
0.0028717872,-0.08144095
-0.0025434364,-0.14484625
