dhw_storage,electrical_storage,cooling_or_heating_device
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,-0.7928185272216797
-0.08,-0.08,1.0
-0.08,-0.08,-1.0
-0.08,-0.08,-0.0
-0.08,-0.08,-1.0
-0.08,-0.08,0.8509713363647461
-0.08,-0.08,-0.6696978092193604
-0.08,-0.08,0.19499175071716307
0.091,0.091,-1.0
0.091,0.091,1.0
0.091,0.091,-0.4716502666473389
0.091,0.091,1.0
0.091,0.091,-0.8133958625793457
0.091,0.091,1.0
0.091,0.091,-0.4549859428405762
0.091,0.091,0.8607325363159181
0.091,0.091,-0.5977055740356445
0.091,0.091,1.0
0.091,0.091,-0.863902759552002
-0.08,-0.08,0.8497125911712647
-0.08,-0.08,-0.2231235885620117
-0.08,-0.08,0.0
-0.08,-0.08,-0.41904500961303714
-0.08,-0.08,0.8466229438781738
-0.08,-0.08,-1.0
-0.08,-0.08,0.0
-0.08,-0.08,-0.9491182518005371
-0.08,-0.08,1.0
-0.08,-0.08,-0.914527473449707
-0.08,-0.08,0.0
-0.08,-0.08,-1.0
-0.08,-0.08,1.0
0.091,0.091,0.0
0.091,0.091,-0.3767257118225098
0.091,0.091,0.9431772994995118
0.091,0.091,-0.6816169548034667
0.091,0.091,1.0
0.091,0.091,-0.5378044700622558
0.091,0.091,1.0
0.091,0.091,-0.5954805946350098
0.091,0.091,1.0
0.091,0.091,-0.4392214965820312
0.091,0.091,0.5018675994873046
-0.08,-0.08,-0.7095910263061523
-0.08,-0.08,0.9422307014465332
-0.08,-0.08,-0.8771808624267579
-0.08,-0.08,0.413812313079834
-0.08,-0.08,-1.0
-0.08,-0.08,0.30645401000976563
-0.08,-0.08,-1.0
-0.08,-0.08,0.0
-0.08,-0.08,-0.9931723022460938
-0.08,-0.08,1.0
-0.08,-0.08,-0.7408409500122071
-0.08,-0.08,0.0
-0.08,-0.08,-0.9973636054992675
0.091,0.091,1.0
0.091,0.091,0.0
0.091,0.091,-0.21211786270141603
0.091,0.091,0.3001352310180664
0.091,0.091,-0.6295215606689454
0.091,0.091,1.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,-0.29307027816772463
0.091,0.091,1.0
0.091,0.091,-0.43685026168823243
-0.08,-0.08,0.4851863479614258
-0.08,-0.08,-0.6292060279846192
-0.08,-0.08,0.9252596473693847
-0.08,-0.08,-0.982266788482666
-0.08,-0.08,0.5584021186828613
-0.08,-0.08,-0.6887211799621582
-0.08,-0.08,1.0
