electrical_storage,cooling_or_heating_device
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,-0.9146886253356933
-0.08,1.0
-0.08,-0.2188652515411377
-0.08,-0.24721173286437986
-0.08,-0.0
-0.08,-0.8638782328844072
-0.08,1.0
-0.08,-0.24547088623046875
0.091,0.25709616661071777
0.091,-0.3769444179534912
0.091,0.8596166610717774
0.091,0.0
0.091,-0.4648866271972656
0.091,1.0
0.091,0.0
0.091,-0.24322627067565916
0.091,0.5772094917297363
0.091,0.0
0.091,-0.3820362758636475
-0.08,0.5616948986053467
-0.08,-0.2662195301055908
-0.08,0.4390007591247559
-0.08,-0.2747402667999268
-0.08,0.21019555091857908
-0.08,-0.49597878456115724
-0.08,0.4895503139495849
-0.08,-0.47028724670410155
-0.08,0.3248733997344971
-0.08,-0.5493295383453369
-0.08,0.5961204624176025
-0.08,-0.4791079425811768
-0.08,0.7409100151062012
0.091,-0.5414947128295898
0.091,1.0
0.091,0.0
0.091,-0.7282568836212159
0.091,1.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,-0.35053582191467286
0.091,0.43992433547973636
-0.08,-0.31941996574401854
-0.08,0.5033721351623536
-0.08,-0.2759035396575928
-0.08,0.2817070388793945
-0.08,-0.41069287300109864
-0.08,0.3720225143432618
-0.08,-0.4796049404144287
-0.08,0.5082520580291748
-0.08,-0.4506131744384766
-0.08,0.2158961296081543
-0.08,-0.7046921443939209
-0.08,1.0
-0.08,-0.4909979724884033
0.091,1.0
0.091,-0.698258934020996
0.091,1.0
0.091,-0.9361644840240477
0.091,1.0
0.091,-0.358998327255249
0.091,1.0
0.091,-0.5437955284118653
0.091,1.0
0.091,-1.0
0.091,1.0
-0.08,-0.9270187759399414
-0.08,1.0
-0.08,-1.0
-0.08,1.0
-0.08,-1.0
-0.08,1.0
-0.08,-1.0
-0.08,1.0
-0.08,-1.0
-0.08,1.0
-0.08,-1.0
-0.08,1.0
-0.08,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
-0.08,-0.6086991119384766
-0.08,1.0
-0.08,-0.22252637863159183
-0.08,1.0
-0.08,-0.20231468200683594
-0.08,0.31449806213378906
-0.08,-0.5784716224670411
-0.08,1.0
-0.08,0.0
-0.08,-0.5777951908111573
-0.08,1.0
-0.08,-0.1927579689025879
-0.08,0.0
0.091,-0.340081262588501
0.091,0.7947063064575196
0.091,0.0
0.091,-0.4902179431915283
0.091,1.0
0.091,0.0
0.091,-0.23081960678100588
0.091,0.6893055248260498
0.091,0.0
0.091,-0.27069725036621095
0.091,0.4429943466186524
-0.08,-0.33061257362365726
-0.08,0.7059359931945801
-0.08,0.0
-0.08,-0.5449648952484131
-0.08,0.8652684879302979
-0.08,0.0
-0.08,-0.7536545562744141
-0.08,0.9540232276916503
-0.08,0.0
-0.08,-0.8339420509338379
-0.08,1.0
-0.08,0.0
-0.08,-0.8310257434844971
0.091,1.0
0.091,0.0
0.091,0.0
0.091,-0.17856576919555664
0.091,0.6023546028137207
0.091,0.0
0.091,-0.23121774673461915
0.091,0.5803607559204101
0.091,0.0
0.091,-0.252172908782959
0.091,0.3729095268249512
-0.08,-0.31990477561950686
-0.08,0.8298909091949463
-0.08,0.0
-0.08,0.0
-0.08,-0.3980336475372314
-0.08,0.4911381340026856
-0.08,-0.3157974338531494
-0.08,0.5915669059753418
-0.08,0.0
-0.08,-0.6006381320953369
-0.08,1.0
-0.08,0.0
-0.08,-0.352217082977295
0.091,0.7694494724273682
0.091,0.0
0.091,-0.28704671859741215
0.091,0.766061897277832
0.091,0.0
0.091,0.0
0.091,-0.21307258605957033
0.091,0.4964493751525879
0.091,0.0
0.091,-0.23226726531982422
0.091,0.4654371166229248
-0.08,-0.18579255104064943
-0.08,0.4272170352935791
-0.08,0.0
-0.08,-0.352684965133667
-0.08,0.6935035991668701
-0.08,0.0
-0.08,-0.6337446880340576
-0.08,0.9261337947845458
-0.08,0.0
-0.08,-0.6581768035888672
-0.08,1.0
-0.08,0.0
-0.08,0.0
0.091,-0.19858922958374026
0.091,0.5162365245819092
0.091,0.0
0.091,-0.23529597282409667
0.091,0.6499296188354493
0.091,0.0
0.091,0.0
0.091,-0.2360780334472656
0.091,0.38469866752624515
0.091,0.0
0.091,0.0
-0.08,0.0
-0.08,0.0
-0.08,-0.2959039783477783
-0.08,0.5207880496978761
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
-0.08,0.0
0.091,-0.19322855949401857
0.091,0.2818546485900879
0.091,0.0
0.091,0.0
0.091,0.0
0.091,0.0
0.091,-0.23225101470947263
0.091,0.39354712486267096
0.091,0.0
0.091,-0.2244805145263672
0.091,0.3660449981689453
-0.08,-0.20591351509094238
-0.08,0.36430685997009277
-0.08,-0.2611872577667236
-0.08,0.520907220840454
-0.08,-0.21120512008666995
-0.08,0.0
-0.08,-0.45470900535583497
-0.08,0.6289182567596436
-0.08,-0.35643614768981935
-0.08,0.40387303352355963
-0.08,-0.41642595291137696
-0.08,0.7006843376159668
-0.08,-0.4577072429656982
0.091,0.9991958618164063
0.091,-0.23842556953430177
0.091,0.5978477668762207
0.091,-0.2627940368652344
0.091,0.7554922294616699
0.091,0.0
0.091,-0.4494945907592774
0.091,1.0
0.091,0.0
0.091,-0.27931142807006837
0.091,0.6611222267150879
-0.08,0.0
-0.08,-0.47964218139648435
-0.08,0.7688495540618897
-0.08,0.0
-0.08,-0.7535401248931886
-0.08,1.0
-0.08,0.0
-0.08,-0.8866339778900145
-0.08,1.0
-0.08,0.0
-0.08,-0.748658847808838
-0.08,1.0
-0.08,-1.0
0.091,1.0
0.091,-1.0
0.091,0.9669485569000245
0.091,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
0.091,-1.0
0.091,1.0
-0.08,-1.0
-0.08,1.0
-0.08,-1.0
-0.08,1.0
-0.08,-0.9184431934356688
-0.08,1.0
-0.08,0.0
-0.08,-0.7775436305999757
-0.08,1.0
-0.08,0.0
-0.08,-0.256171236038208
-0.08,0.4008957862854004
-0.08,-0.7203821086883546
0.091,1.0
0.091,0.0
0.091,-0.4064000034332276
0.091,1.0
0.091,0.0
0.091,-0.20200795173645023
0.091,0.6141159820556641
0.091,0.0
0.091,0.0
0.091,-0.2784643650054932
0.091,0.4725027465820313
-0.08,-0.3125987720489502
-0.08,0.6520997524261475
-0.08,0.0
-0.08,-0.5632982921600341
-0.08,0.7542009830474854
-0.08,0.0
-0.08,-0.7499236869812012
-0.08,0.9648156642913819
-0.08,0.0
-0.08,-1.0
-0.08,1.0
-0.08,0.0
-0.08,-0.7526835823059083
0.091,1.0
0.091,0.0
0.091,-0.3129705047607422
