cooling demand,dhw demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,dhw storage electricity consumption,heating fuel consumption,dhw fuel consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,5.394657,49.30858,0.02589542,23.889091,5.657878,0.0,55.016605,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,49.30858,0.0,6.543265,36.116127,11.826154,19.007565,55.01661,7.6126375,11.511579,36.116127,0.0,36.116127,36.116127,39.59827,39.59827,6.543265,0.0
0.0784016,6.120484,50.40593,0.0,27.7573,6.4349904,0.0,0.2897418,0.0,0.0,0.0,7.6879206,7.6879206,0.0,0.0,0.0,0.0,0.0,0.0,50.40593,7.6879206,7.4673653,49.347572,15.869185,26.832289,0.2897418,0.04009152,0.060625073,49.347572,0.0,38.50832,38.50832,41.57791,41.57791,7.4673653,0.0
0.0,2.0563266,50.379753,0.0,27.908232,2.1892252,0.0,0.26045617,0.0,0.0,0.0,7.5606995,7.5606995,0.0,0.0,0.0,0.0,0.0,0.0,50.379753,7.5606995,6.2684927,43.92665,13.957649,23.612974,0.26045617,0.036039267,0.0544974,43.92665,0.0,33.21462,33.21462,35.571987,35.571987,6.2684927,0.0
0.0,11.102127,50.934074,0.0,28.96205,11.94672,0.0,0.50280845,0.0,0.0,0.0,8.050032,8.050032,0.0,0.0,0.0,0.0,0.0,0.0,50.934074,8.050032,6.2296653,55.18847,17.527325,29.501478,0.50280845,0.06957351,0.10520676,55.18847,0.0,44.578854,44.578854,47.382603,47.382603,6.2296653,0.0
0.0,2.800099,50.35363,0.0,29.017126,2.9565358,0.0,0.5160284,0.0,0.0,0.0,7.3449006,7.3449006,0.0,0.0,0.0,0.0,0.0,0.0,50.35363,7.3449006,7.860568,47.179134,14.979034,25.359749,0.5160284,0.07140275,0.10797289,47.179134,0.0,39.19919,39.19919,41.486805,41.486805,7.860568,0.0
0.0,17.536346,49.04725,0.0,28.558592,18.949265,0.0,0.59072554,0.0,0.0,0.0,3.2048998,3.2048998,0.0,0.0,0.0,0.0,0.0,0.0,49.04725,3.2048998,8.267109,58.979862,18.725685,31.632725,0.59072554,0.08173858,0.12360238,58.979862,0.0,55.64518,55.64518,58.101326,58.101326,8.267109,0.0
0.0,2.6235106,53.40096,0.0,29.570444,2.7949605,0.0,0.27602175,0.0,0.0,0.0,1.3303922,1.3303922,0.0,0.0,0.0,0.0,0.0,0.0,53.40096,1.3303922,15.945933,49.641727,15.729401,26.919342,0.27602175,0.038193073,0.05775431,49.641727,0.0,48.186775,48.186775,51.539215,51.539215,15.945933,0.0
0.0,1.1797404,66.485374,0.0,38.646915,1.2687244,0.0,2.3689814,0.0,0.0,0.0,1.2340368,1.2340368,0.0,0.0,0.0,0.0,0.0,0.0,66.485374,1.2340368,16.747854,57.897537,18.3877,31.656885,2.3689814,0.3277955,0.49568158,57.897537,0.0,56.526356,56.526356,64.029144,64.029144,16.747854,0.0
0.0,8.043204,47.71915,0.0,26.46188,8.478661,0.0,0.0,0.0,0.0,0.0,1.2255117,1.2255117,0.0,0.0,0.0,0.0,0.0,0.0,47.71915,1.2255117,12.06194,47.541,15.020265,26.07905,0.0,0.0,0.0,47.541,0.0,46.19272,46.879707,48.429367,49.11636,12.06194,-0.68699723
0.0,5.363298,41.179558,0.0,22.668823,5.6787395,0.0,0.0,0.0,0.0,0.0,1.2247359,1.2247359,0.0,0.0,0.0,0.0,0.0,0.0,41.179558,1.2247359,11.415069,38.94801,12.3053665,21.948538,0.0,0.0,0.0,38.94801,0.0,37.604065,39.643417,38.317738,40.357094,11.415069,-2.039356
