heating_storage,electrical_storage,heating_device,heating_fuel_device
0.5,0.5,0.1,0.1
0.5,0.5,0.4,0.4
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.1,0.1
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.1,0.1
0.20000000000000018,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
0.20000000000000018,0.20000000000000018,0.1,0.1
1.0,1.0,0.4,0.4
-0.8,-0.8,0.2,0.2
-0.9,-0.9,0.1,0.1
1.0,-0.9,0.1,0.1
0.8,0.8,0.4,0.4
-0.8,-0.8,0.2,0.2
0.5,0.5,0.1,0.1
-0.8,0.5,0.4,0.4
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.8,-0.8,0.2,0.2
-0.8,-0.8,0.2,0.2
-0.9,-0.8,0.2,0.2
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
0.8,0.8,0.4,0.1
-0.8,-0.8,0.2,0.2
1.0,0.8,0.1,0.1
0.8,0.8,0.4,0.4
-0.6,-0.6,0.4,0.2
0.8,0.8,0.4,0.4
-0.8,-0.8,0.2,0.2
-0.9,-0.9,0.1,0.1
-0.8,-0.8,0.2,0.2
-0.8,-0.8,0.2,0.2
0.5,0.5,0.4,0.4
-0.8,-0.8,0.4,0.4
0.20000000000000018,0.20000000000000018,0.4,0.1
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,0.20000000000000018,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,-0.9,0.1,0.1
-0.9,0.20000000000000018,0.1,0.1
0.5,0.20000000000000018,0.2,0.1
0.20000000000000018,0.20000000000000018,0.2,0.1
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.2,0.2
0.20000000000000018,0.20000000000000018,0.1,0.1
0.20000000000000018,0.20000000000000018,0.1,0.1
0.20000000000000018,0.20000000000000018,0.1,0.1
0.20000000000000018,0.20000000000000018,0.1,0.1
