dhw_storage,electrical_storage,cooling_or_heating_device
0.16007969,0.007674045,-0.20586611
0.039322,0.04707106,-0.2795805
0.08275772,0.07517451,-0.42497802
-0.088851385,0.069414735,-0.4219545
-0.15158214,0.09330676,-0.4423368
-0.28119078,0.101994164,-0.461619
-0.3323425,0.109676726,-0.46138597
-0.3612121,0.11464581,-0.46359253
-0.37825426,0.09533432,-0.38037705
-0.3731905,0.032905955,-0.04086879
-0.38138637,-0.05566858,0.36320353
-0.3757807,-0.08897773,0.38599694
-0.3286108,-0.086571954,-0.43117392
-0.32569557,-0.10225193,0.06896524
-0.32062855,-0.103641175,-0.40385547
-0.30823523,-0.09708483,0.0058341967
-0.2743579,-0.10157977,-0.33553857
-0.29528144,-0.09552326,-0.14132805
-0.3117926,-0.09328934,-0.095747374
-0.29411122,-0.0790193,0.101621136
-0.32182482,-0.017959315,0.091123424
0.050939936,-0.019405592,-0.29149243
-0.07925541,0.031971883,-0.28015336
-0.10602507,0.069481336,-0.37821648
-0.16037901,0.076753154,-0.27832505
-0.26093185,0.0289624,0.36595604
-0.20736177,0.02185956,-0.05427849
-0.07516721,0.060409907,-0.31712657
-0.26395977,-0.015398761,0.34859547
-0.21088576,-0.014931784,0.1249121
-0.26680192,-0.011674155,0.06893542
-0.006596733,-0.08142294,-0.36519307
0.28767684,-0.068087116,-0.36697665
-0.083942056,-0.074896,-0.100390196
-0.13675909,-0.059841536,-0.40819794
-0.026534032,-0.08696595,-0.4430299
-0.079559825,-0.0951072,-0.32745975
-0.11875131,-0.1004541,-0.35880688
-0.32118428,-0.09954428,-0.12795961
-0.31373233,-0.10975356,-0.4322439
-0.30101165,-0.104821146,-0.27220753
-0.2889249,-0.10332017,-0.3339703
-0.30477068,-0.10443217,-0.31476113
-0.012279189,-0.08875791,-0.43025348
0.17117214,-0.04117686,0.20360588
-0.12719283,-0.056535684,-0.103942856
-0.17393956,0.057801098,0.15026459
-0.28124902,0.06281336,-0.13159862
