cooling demand,dhw demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,dhw storage electricity consumption,heating fuel consumption,dhw fuel consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,5.394657,49.30858,0.02589542,23.889091,5.657878,0.0,55.016605,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,49.30858,0.0,6.543265,36.116127,11.826154,19.007565,55.01661,7.6126375,11.511579,36.116127,0.0,36.116127,36.116127,39.59827,39.59827,6.543265,0.0
0.0784016,6.120484,50.40593,0.0,29.514778,6.4349904,0.0,14.801423,0.0,0.0,0.0,10.509095,10.509095,0.0,0.0,0.0,0.0,0.0,0.0,50.40593,10.509095,7.4673653,53.926228,17.341585,29.321886,14.801423,2.0480697,3.097024,53.926228,0.0,31.585604,31.585604,34.655193,34.655193,7.4673653,0.0
0.0,2.0563266,50.379753,0.0,29.953875,2.1892252,0.0,14.121098,0.0,0.0,0.0,10.337655,10.337655,0.0,0.0,0.0,0.0,0.0,0.0,50.379753,10.337655,6.2684927,48.74925,15.490025,26.205381,14.121098,1.9539336,2.9546742,48.74925,0.0,36.317066,36.317066,38.67444,38.67444,6.2684927,0.0
0.0,11.102127,50.934074,0.0,30.595293,11.94672,0.0,21.244701,0.0,0.0,0.0,7.8077145,7.8077145,0.0,0.0,0.0,0.0,0.0,0.0,50.934074,7.8077145,6.2296653,56.57939,17.969072,30.245007,21.244701,2.939625,4.4452043,56.57939,0.0,45.754932,45.754932,48.558685,48.558685,6.2296653,0.0
0.0,2.800099,50.35363,0.0,25.679298,2.9565358,0.0,12.903422,0.0,0.0,0.0,0.5609987,0.5609987,0.0,0.0,0.0,0.0,0.0,6.2672615,45.151108,6.8282604,7.860568,37.057404,11.765458,21.716913,12.903422,1.785444,2.6998897,37.057404,0.0,39.375908,39.375908,41.663525,41.663525,7.860568,0.0
0.0,17.536346,49.04725,0.0,26.769392,18.949265,0.0,22.906822,0.0,0.0,0.0,-4.213969,0.0,-4.213969,0.0,0.0,0.0,0.0,11.774677,39.016304,7.560708,8.267109,49.771793,15.802187,28.48138,22.906822,3.1696124,4.792983,49.771793,0.0,45.25692,45.25692,47.71306,47.71306,8.267109,0.0
0.0,2.6235106,53.40096,0.0,22.82676,2.7949605,0.0,15.06213,0.0,0.0,0.0,-5.381379,0.0,-5.381379,0.0,0.0,0.0,0.0,11.074484,40.419727,5.6931057,15.945933,36.18627,11.465924,22.081015,15.06213,2.0841439,3.1515737,36.18627,0.0,39.70453,39.70453,43.056973,43.056973,15.945933,0.0
0.0,1.1797404,66.485374,0.0,26.689592,1.2687244,0.0,18.40159,0.0,0.0,0.0,4.24748,4.24748,0.0,0.0,0.0,0.0,0.0,5.3695936,45.34307,9.617074,16.747854,48.95365,15.547208,26.940945,18.40159,2.5462244,3.8503165,48.95365,0.0,45.675934,45.675934,53.178722,53.178722,16.747854,0.0
0.0,8.043204,47.71915,0.0,18.027536,8.478661,0.0,10.505832,0.0,0.0,0.0,-2.3147142,0.0,-2.3147142,0.0,0.0,0.0,0.0,9.933983,30.409973,7.619269,12.06194,35.566425,11.236978,21.69634,10.505832,1.4536898,2.198222,35.566425,0.0,41.71995,42.40694,43.956593,44.64359,12.06194,-0.68699723
0.0,5.363298,41.179558,0.0,25.98824,5.6787395,0.0,26.786367,0.0,0.0,0.0,4.7671256,4.7671256,0.0,0.0,0.0,0.0,0.0,4.4515724,35.901546,9.218698,11.415069,45.80982,14.473309,26.628716,26.786367,3.7064245,5.6047335,45.80982,0.0,30.829102,32.868454,31.542776,33.58213,11.415069,-2.039356
