cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,outdoor_temperature,indoor_temperature,heating_sp,cooling_sp,comfort_band
0.0,1.7008508,0.0,0.0,0.18090864,0.18630865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.7008508,0.0,0.16918555,0.16918555,0.16918555,0.0,0.16918555,0.16918555,0.16918555,-0.0,8.9,17.777779,17.777779,17.777779,2.0
0.0,1.987079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.082354724,3.499997138977051,0.28824129980642965,0.0,-0.0,0.0,-0.0,-0.0,1.987079,0.3185,0.16802044,0.48652047,0.48652047,0.0,-1.3161237,-1.3161237,0.16802044,-0.0,8.3,17.777779,17.777779,17.777779,2.0
0.0,2.192019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.16456623,3.4999942779541016,0.5759808764840102,0.0,-0.0,0.0,-0.0,-0.0,2.192019,0.3185,0.16702628,0.4855263,0.4855263,0.0,-1.3171178,-1.3171178,0.16702628,-0.0,8.3,17.777779,17.777779,17.777779,2.0
0.0,2.5147922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.24663478,3.4999914169311523,0.8632196178788831,0.0,-0.0,0.0,-0.0,-0.0,2.5147922,0.3185,0.16597515,0.48447517,0.48447517,0.0,-1.3181691,-1.3181691,0.16597515,-0.0,7.2,17.777779,17.777779,17.777779,2.0
0.0,2.7117429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.32856062,3.499988555908203,1.149958411834291,0.0,-0.0,0.0,-0.0,-0.0,2.7117429,0.3185,0.16481003,0.48331004,0.48331004,0.0,-1.3193343,-1.3193343,0.16481003,-0.0,6.95,17.777779,17.777779,17.777779,2.0
0.0,2.9029527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.410344,3.499985694885254,1.436198146190577,0.0,-0.0,0.0,-0.0,-0.0,2.9029527,0.3185,0.164981,0.483481,0.483481,0.0,-1.3191633,-1.3191633,0.164981,-0.0,6.7,17.777779,17.777779,17.777779,2.0
0.0,3.0264354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.4919851,3.4999828338623047,1.721939448016144,0.0,-0.0,0.0,-0.0,-0.0,3.0264354,0.3185,0.1673682,0.48586822,0.48586822,0.0,-1.316776,-1.316776,0.1673682,-0.0,8.33,17.777779,17.777779,17.777779,2.0
0.0,3.629613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.5734843,3.4999799728393555,2.007183570222537,0.0,-0.0,0.0,-0.0,-0.0,3.629613,0.3185,0.1995878,0.5180878,0.5180878,0.0,-1.2845559,-1.2845559,0.1995878,-0.0,4.4,17.777779,17.777779,17.777779,2.0
0.0,2.8340285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.3185,0.0,0.6548417,3.4999771118164062,2.291931035565085,0.0,-0.0,0.0,-0.0,-0.0,2.8340285,0.3185,0.16983777,0.4693715,0.4693715,0.0,-1.3332722,-1.3143059,0.16983777,-0.018966272,8.89,17.777779,17.777779,17.777779,2.0
0.0,2.286687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,-0.28,0.56501937,3.499974489212036,1.9775533778494605,0.0,-0.0,0.0,-0.0,0.28,1.1511344,0.0,0.4012881,0.05957299,0.05957299,0.0,1.6443155,1.7060306,0.4012881,-0.0617151,10.0,17.777779,17.777779,17.777779,2.0
