cooling demand,dhw demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,dhw storage electricity consumption,heating fuel consumption,dhw fuel consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,5.394657,49.30858,0.02589542,23.889091,5.657878,0.0,55.016605,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,49.30858,0.0,6.543265,36.116127,11.826154,19.007565,55.01661,7.6126375,11.511579,36.116127,0.0,36.116127,36.116127,39.59827,39.59827,6.543265,0.0
0.0784016,6.120484,50.40593,0.0,34.382275,6.4349904,0.0,18.76165,0.0,0.0,0.0,7.1493216,7.1493216,0.0,0.0,0.0,0.0,0.0,0.0,50.40593,7.1493216,7.4673653,55.433952,17.826439,30.141697,18.76165,2.5960455,3.9256546,55.433952,0.0,30.718367,30.718367,33.787952,33.787952,7.4673653,0.0
0.0,2.0563266,50.379753,0.0,31.259762,2.1892252,0.0,10.224963,0.0,0.0,0.0,7.851158,7.851158,0.0,0.0,0.0,0.0,0.0,0.41861612,47.06094,8.269774,6.2684927,47.56863,15.114887,25.570734,10.224963,1.4148262,2.1394536,47.56863,0.0,32.958035,32.958035,35.31541,35.31541,6.2684927,0.0
0.0,11.102127,50.934074,0.0,29.70028,11.94672,0.0,18.869495,0.0,0.0,0.0,9.221214,9.221214,0.0,0.0,0.0,0.0,0.0,1.3895144,46.39184,10.610729,6.2296653,57.097878,18.133738,30.630955,18.869495,2.6109684,3.9482203,57.097878,0.0,44.44087,44.44087,47.24462,47.24462,6.2296653,0.0
0.0,2.800099,50.35363,0.0,27.735874,2.9565358,0.0,9.865304,0.0,0.0,0.0,6.6510286,6.6510286,0.0,0.0,0.0,0.0,0.0,1.3357737,43.790737,7.9868026,7.860568,45.20401,14.351948,24.298079,9.865304,1.3650601,2.064199,45.20401,0.0,41.542835,41.542835,43.83045,43.83045,7.860568,0.0
0.0,17.536346,49.04725,0.0,29.227663,18.949265,0.0,8.709915,0.0,0.0,0.0,4.598669,4.598669,0.0,0.0,0.0,0.0,0.0,1.4657841,43.156094,6.064453,8.267109,61.0427,19.380621,32.73909,8.709915,1.2051892,1.8224475,61.0427,0.0,59.127647,59.127647,61.58379,61.58379,8.267109,0.0
0.0,2.6235106,53.40096,0.0,36.812714,2.7949605,0.0,11.79085,0.0,0.0,0.0,2.152253,2.152253,0.0,0.0,0.0,0.0,0.0,0.91774195,51.61543,3.069995,15.945933,57.705864,18.284586,31.292303,11.79085,1.6314975,2.4670968,57.705864,0.0,49.039734,49.039734,52.39218,52.39218,15.945933,0.0
0.0,1.1797404,66.485374,0.0,34.30203,1.2687244,0.0,13.118622,0.0,0.0,0.0,2.854002,2.854002,0.0,0.0,0.0,0.0,0.0,0.0,56.987278,2.854002,16.747854,55.172607,17.52229,30.166967,13.118621,1.815221,2.7449176,55.172607,0.0,56.03706,56.03706,63.539852,63.539852,16.747854,0.0
0.0,8.043204,47.71915,0.0,26.591194,8.478661,0.0,9.518561,0.0,0.0,0.0,2.6692338,2.6692338,0.0,0.0,0.0,0.0,0.0,0.0,41.765514,2.6692338,12.06194,49.114033,15.517256,26.941952,9.518561,1.3170813,1.991647,49.114033,0.0,47.03897,47.725964,49.27561,49.962616,12.06194,-0.68699723
0.0,5.363298,41.179558,0.0,25.443876,5.6787395,0.0,8.235401,0.0,0.0,0.0,-0.51662743,0.0,-0.51662743,0.0,0.0,0.0,0.0,0.70188725,38.61619,0.18525982,11.415069,39.981697,12.631953,22.531055,8.235401,1.1395307,1.7231609,39.981697,0.0,41.541714,43.581074,42.255386,44.29475,11.415069,-2.039356
