dhw_storage,electrical_storage,cooling_or_heating_device
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,0.0
-0.08,-0.08,-0.9770411014556885
-0.08,-0.08,1.0
-0.08,-0.08,-0.29839306831359863
-0.08,-0.08,-0.5204343795776367
-0.08,-0.08,-0.4273477554321289
-0.08,-0.08,-0.4141385555267334
-0.08,-0.08,-0.16764784812927247
-0.08,-0.08,-0.4232803344726563
0.091,0.091,0.43625686645507816
0.091,0.091,-0.3005522060394287
0.091,0.091,1.0
0.091,0.091,0.2287905788421631
0.091,0.091,0.0
0.091,0.091,-0.20082287788391112
0.091,0.091,0.6693549823760987
0.091,0.091,0.15823449134826661
0.091,0.091,0.0
0.091,0.091,-0.2515442371368408
0.091,0.091,0.5386622428894043
-0.08,-0.08,-0.27086855888366695
-0.08,-0.08,0.4119573783874512
-0.08,-0.08,-0.4929528045654297
-0.08,-0.08,1.0
-0.08,-0.08,-0.23896790504455567
-0.08,-0.08,-0.17089538574218752
-0.08,-0.08,-0.7621861457824707
-0.08,-0.08,0.36627257347106934
-0.08,-0.08,-1.0
-0.08,-0.08,1.0
-0.08,-0.08,0.2950275421142578
-0.08,-0.08,-0.8298697853088379
-0.08,-0.08,1.0
0.091,0.091,0.989608383178711
0.091,0.091,0.17832412719726565
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,-0.12920456886291504
0.091,0.091,0.4660245800018311
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,-0.14537737846374513
0.091,0.091,0.3297212886810303
0.091,0.091,-0.2885580825805664
-0.08,-0.08,0.6608486366271973
-0.08,-0.08,-0.2823750972747803
-0.08,-0.08,0.3838193798065186
-0.08,-0.08,-0.568255958557129
-0.08,-0.08,1.0
-0.08,-0.08,-0.30077312469482426
-0.08,-0.08,0.0
-0.08,-0.08,-1.0
-0.08,-0.08,1.0
-0.08,-0.08,0.3816867828369141
-0.08,-0.08,-0.5816936779022217
-0.08,-0.08,1.0
-0.08,-0.08,0.3704673767089844
0.091,0.091,-0.2180846405029297
0.091,0.091,0.7018308067321778
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.0
0.091,0.091,0.23150906562805176
0.091,0.091,0.0
0.091,0.091,-0.1531857776641846
0.091,0.091,0.2122758483886719
-0.08,-0.08,-0.42342950820922853
-0.08,-0.08,1.0
-0.08,-0.08,0.5467185974121094
-0.08,-0.08,-0.4864081382751465
-0.08,-0.08,0.8820812702178955
