cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
0.0,0.28456825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.28456825,0.0,0.30831632,0.30831632,0.30831632,0.0,0.30831632,0.30831632,0.30831632,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.38251004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.38251004,0.0,0.2866847,0.2866847,0.2866847,0.0,0.2866847,0.2866847,0.2866847,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.45783505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.45783505,0.0,0.28195497,0.28195497,0.28195497,0.0,0.28195497,0.28195497,0.28195497,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.5645824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.5645824,0.0,0.27688333,0.27688333,0.27688333,0.0,0.27688333,0.27688333,0.27688333,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.6327857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.6327857,0.0,0.2757973,0.2757973,0.2757973,0.0,0.2757973,0.2757973,0.2757973,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.4307243,0.0,0.0,0.46957508,0.5028836,0.0,0.0,0.0,0.0,0.0,0.0,0.19824187,0.19824187,0.0,0.026419584,6.999992679040573,0.18493689253963466,0.0,-0.0,0.0,-0.0,-0.0,0.4307243,0.19824187,0.3407459,0.53898776,0.53898776,0.0,0.34074587,0.34074587,0.3407459,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.5923047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43872237,0.43872237,0.0,0.08563849,6.999976477256507,0.5994674386440788,0.0,-0.0,0.0,-0.0,-0.0,0.5923047,0.43872237,0.4294283,0.8681507,0.8681507,0.0,0.42942834,0.42942834,0.4294283,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.92945284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0784848,1.0784848,0.0,0.2355071,6.999936649294734,1.6485347862028576,0.0,-0.0,0.0,-0.0,-0.0,0.92945284,1.0784848,0.30043697,1.3789217,1.3789217,0.0,0.30043697,0.30043697,0.30043697,-0.0,17.222221,17.222221,17.222221,2.0
0.0,0.63528514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47176376,0.0,-0.47176376,0.16296205,6.9999192271703246,1.1407211818149932,0.0,-0.0,0.0,-0.0,0.47176376,0.63528514,0.0,0.29698613,-0.1850769,0.0,-0.1850769,0.28668684,0.2969861,0.29698613,-0.010299278,17.222221,17.222221,17.222221,2.0
0.0,0.26207882,0.0,0.0,0.7336336,0.78567266,0.0,0.0,0.0,0.0,0.0,0.0,0.32725528,0.32725528,0.0,0.205862,6.999907141679964,1.441014888092683,0.0,-0.0,0.0,-0.0,-0.0,0.26207882,0.32725528,0.29229107,0.5973223,0.5973223,0.0,0.270067,0.29229107,0.29229107,-0.02222407,17.222221,17.222221,17.222221,2.0
0.0,0.01776508,0.0,0.0,0.36681834,0.392838,0.0,0.0,0.0,0.0,0.0,0.0,-0.71333176,0.0,-0.71333176,0.098716296,6.99988079839526,0.6910023066481921,0.0,-0.0,0.0,-0.0,0.71333176,0.01776508,0.0,0.29257274,-0.47615188,0.0,-0.47615188,-0.46618652,-0.41079366,0.29257274,-0.05539286,17.222221,17.222221,17.222221,2.0
0.39462873,0.0,0.019731436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3959883,0.0,-0.3959883,0.039158814,6.999866174524568,0.27410645514078025,0.39462873,-0.0,0.0,-0.0,0.3959883,0.0,0.0,0.30791634,-0.1667813,0.0,-0.1667813,-0.41125715,-0.31281635,0.30791634,-0.098440796,17.222221,17.222221,17.222221,2.0
0.8214218,0.0,0.04850896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600995,0.5600995,0.0,0.11528513,6.999845489974499,0.8069780857770616,0.8214218,-0.0,0.0,-0.0,-0.0,0.0,0.5600995,0.29362714,0.77758193,0.77758193,0.0,0.1409561,0.2656098,0.29362714,-0.12465371,17.222221,17.222221,17.222221,2.0
0.91276175,0.0,0.062004477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.142618,0.0,-0.142618,0.09259397,6.999840223056779,0.648142981020915,0.91276175,-0.0,0.0,-0.0,0.142618,0.0,0.0,0.29499483,0.078115925,0.078115925,0.0,0.21735437,0.35361975,0.29499483,-0.13626538,17.222221,17.222221,17.222221,2.0
1.4095901,0.0,0.09575434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21144468,0.0,-0.21144468,0.059624843,6.999832414347188,0.41736391082743407,1.4095901,-0.0,0.0,-0.0,0.21144468,0.0,0.0,0.516602,0.27086362,0.27086362,0.0,0.4823083,0.6123563,0.516602,-0.130048,17.021898,17.222221,17.222221,2.0
0.0,0.96401954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12826735,0.0,-0.12826735,0.04048336,6.999827677393742,0.2833765385341468,0.0,-0.0,0.0,-0.0,0.12826735,0.96401954,0.0,0.50305855,0.2755376,0.2755376,0.0,0.39705393,0.49630755,0.50305855,-0.09925361,21.347767,17.222221,17.222221,2.0
0.0,0.06317262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033077875,0.0,-0.0033077875,0.03970209,6.9998275552360285,0.2779077931445936,0.0,-0.0,0.0,-0.0,0.0033077875,0.06317262,0.0,0.31288487,0.26675844,0.26675844,0.0,0.26668668,0.3095053,0.31288487,-0.04281863,20.298458,17.222221,17.222221,2.0
0.0,0.091213204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660269,0.8660269,0.0,0.15970315,6.999795572569169,1.1178894050363206,0.0,-0.0,0.0,-0.0,-0.0,0.091213204,0.8660269,0.64418656,1.5102134,1.5102134,0.0,0.640807,0.640807,0.64418656,-0.0,20.098343,17.222221,17.222221,2.0
0.0,0.4461273,0.0,0.0,3.4294195,3.67268,0.0,0.0,0.0,0.0,0.0,0.0,-0.0794296,0.0,-0.0794296,0.14637564,6.999792639193775,1.0245991360164028,0.0,-0.0,0.0,-0.0,0.0794296,0.4461273,0.0,0.72345006,0.64402044,0.64402044,0.0,0.7200705,0.7200705,0.72345006,-0.0,19.854671,17.222221,17.222221,2.0
1.17147,0.0,0.058573503,0.0,0.73363346,0.78567255,0.0,0.0,0.0,0.0,0.0,0.0,-0.68911076,0.0,-0.68911076,0.0438788,6.999767189972482,0.3071413927441717,1.17147,-0.0,0.0,-0.0,0.68911076,0.0,0.0,0.7418535,0.111316204,0.111316204,0.0,0.80042696,0.80042696,0.7418535,-0.0,18.860935,17.222221,17.222221,2.0
0.0,0.90178114,0.0,0.0,1.2534521,1.3423637,0.0,0.0,0.0,0.0,0.0,0.0,0.15213382,0.15213382,0.0,0.063798,6.999761571570278,0.446570809033201,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.15213382,0.69669086,0.8488247,0.8488247,0.0,1.7555642,1.7555642,0.69669086,-0.0,20.240473,17.222221,17.222221,2.0
0.37206534,0.0,0.018603267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15492566,0.0,-0.15492566,0.04072967,6.999755850059109,0.2850977578698883,0.37206534,-0.0,0.0,-0.0,0.15492566,0.0,0.0,0.6290092,0.4926868,0.4926868,0.0,0.64761245,0.64761245,0.6290092,-0.0,18.821018,17.222221,17.222221,2.0
0.0,0.6047883,0.0,0.0,0.36681762,0.39283723,0.0,0.0,0.0,0.0,0.0,0.0,-0.00499262,0.0,-0.00499262,0.039715204,6.999755665678064,0.2779967269277878,0.0,-0.0,0.0,-0.0,0.00499262,0.41109627,0.0,0.34774005,0.34274742,0.34274742,0.0,0.5751737,0.5751737,0.34774005,-0.0,18.846085,17.222221,17.222221,2.0
0.39243573,0.0,0.019621786,0.0,0.7336279,0.78566664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039450053,6.999755665678064,0.27614073287735846,0.39243573,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.3323414,0.3519632,0.3519632,0.0,0.3519632,0.3519632,0.3323414,-0.0,17.950226,17.222221,17.222221,2.0
0.0,0.5732189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27075395,0.27075395,0.0,0.07544453,6.999745666540011,0.5280925007251239,0.0,-0.0,0.0,-0.0,-0.0,0.5732189,0.27075395,0.3697615,0.64051545,0.64051545,0.0,0.3697615,0.3697615,0.3697615,-0.0,18.323751,17.222221,17.222221,2.0
1.2899694,0.0,0.06449847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23258008,0.0,-0.23258008,0.03957728,6.9997370771781275,0.27703054890931095,1.2899694,-0.0,0.0,-0.0,0.23258008,0.0,0.0,0.3255906,0.15750901,0.15750901,0.0,0.3900891,0.3900891,0.3255906,-0.0,17.214909,17.222221,17.222221,2.0
