fuel_pricing,fuel_pricing_predicted_1,fuel_pricing_predicted_2,fuel_pricing_predicted_3,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.327448,0.3215798,0.317749,0.3175904
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3215798,0.317749,0.3175904,0.3174928
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.317749,0.3175904,0.3174928,0.3174928
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3175904,0.3174928,0.3174928,0.3168584
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3174928,0.3174928,0.3168584,0.3175904
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3174928,0.3168584,0.3175904,0.3159434
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3168584,0.3175904,0.3159434,0.3159434
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3175904,0.3159434,0.3159434,0.304695
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3159434,0.3159434,0.304695,0.29402
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3159434,0.304695,0.29402,0.29951
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.304695,0.29402,0.29951,0.2908358
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.29402,0.29951,0.2908358,0.3077206
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.29951,0.2908358,0.3077206,0.3178832
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.2908358,0.3077206,0.3178832,0.3247274
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3077206,0.3178832,0.3247274,0.3487492
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3178832,0.3247274,0.3487492,0.3690378
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3247274,0.3487492,0.3690378,0.3854224
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3487492,0.3690378,0.3854224,0.37515
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3690378,0.3854224,0.37515,0.336415
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3854224,0.37515,0.336415,0.321287
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.37515,0.336415,0.321287,0.3169316
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.336415,0.321287,0.3169316,0.3169194
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.321287,0.3169316,0.3169194,0.316834
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3169316,0.3169194,0.316834,0.30805
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3169194,0.316834,0.30805,0.30805
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.316834,0.30805,0.30805,0.3152358
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.30805,0.30805,0.3152358,0.3152358
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.30805,0.3152358,0.3152358,0.331047
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3152358,0.3152358,0.331047,0.3357684
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3152358,0.331047,0.3357684,0.3487492
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.331047,0.3357684,0.3487492,0.3373178
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3357684,0.3487492,0.3373178,0.3278506
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3487492,0.3373178,0.3278506,0.32494234
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3373178,0.3278506,0.32494234,0.32284849
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3278506,0.32494234,0.32284849,0.322723855
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.32494234,0.32284849,0.322723855,0.3272528
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.32284849,0.322723855,0.3272528,0.3313398
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.322723855,0.3272528,0.3313398,0.3400262
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3272528,0.3313398,0.3400262,0.40809
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3313398,0.3400262,0.40809,0.38979
0.13836980213249203,0.13836980213249203,0.13836980213249203,0.13836980213249203,0.3400262,0.40809,0.38979,0.39345
