cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,0.02589542,0.0,0.55409825,0.58086765,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,22.597143,0.0,3.7320297,3.757924973964691,25.085476279258728,3.4710722975432873,0.0,3.757924973964691,0.0,3.757925,3.757925,3.757925,3.757925,3.7320297,0.0
0.0784016,0.00392008,0.0,1.6968564,1.8143165,0.0,0.0,0.0,0.0,0.0,0.0,0.0784016,0.0,0.0,0.0,0.0,23.539536,0.0,3.6150222,3.618941977620125,30.7314812541008,4.2523088827729225,0.0,3.618941977620125,0.0,-0.93422425,-0.93422425,-0.93422425,-0.93422425,3.6150222,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.418658,1.418658,0.0,0.0,0.0,0.0,0.0,0.0,22.04324,1.418658,3.5508103,4.9694682359695435,41.78582698106766,5.781896494328976,0.0,4.9694682359695435,0.0,-12.413255,-12.413255,-12.413255,-12.413255,3.5508103,0.0
0.0,0.0,0.0,9.574434,10.2694845,0.0,0.0,0.0,3.7227523,3.7227523,0.0,0.0,0.0,0.0,0.0,0.8754658,22.906172,4.598218,3.5296628,7.252414911985397,38.025587141513824,5.261592835187912,0.0,7.252414911985397,0.0,-8.094826,-8.094826,-8.094826,-8.094826,3.5296628,0.0
0.0,0.0,0.0,2.800099,2.9565358,0.0,0.0,0.0,1.0452216,1.0452216,0.0,0.0,0.0,0.0,0.0,1.9486256,17.921968,2.9938471,3.6319237,4.677145466208458,23.869096338748932,3.30276208370924,0.0,4.677145466208458,0.0,4.5967665,4.5967665,4.5967665,4.5967665,3.6319237,0.0
0.0,0.0,0.0,9.05272,9.72924,0.0,0.0,0.0,0.39520982,0.39520982,0.0,0.0,0.0,0.0,0.0,1.2070669,21.222912,1.6022768,4.075663,4.470873177051544,26.940545052289963,3.7277577836066484,0.0,4.470873177051544,0.0,3.5692084,3.5692084,3.5692084,3.5692084,4.075663,0.0
0.0,0.0,0.0,1.0017229,1.0607836,0.0,0.0,0.0,0.96213424,0.96213424,0.0,0.0,0.0,0.0,0.0,1.6309448,25.07446,2.593079,11.325153,12.287288635969162,35.64399969577789,4.9320530742406845,0.0,12.287288635969162,0.0,6.5247183,6.5247183,6.5247183,6.5247183,11.325153,0.0
0.0,0.0,0.0,0.42105627,0.46100706,0.0,0.0,0.0,2.0101314,2.0101314,0.0,0.0,0.0,0.0,0.0,2.4220405,31.543604,4.432172,9.3997555,11.409886538982391,37.148876905441284,5.14028262346983,0.0,11.409886538982391,0.0,10.67625,10.67625,10.67625,10.67625,9.3997555,0.0
0.0,0.0,0.0,1.3109986,1.3908651,0.0,0.0,0.0,-3.5149827,0.0,-3.5149827,0.0,0.0,0.0,0.0,3.5149827,21.397045,0.0,4.7990527,1.0685427114367485,32.54280769824982,4.502941727638245,0.0,1.0685427114367485,0.0,1.7554193,1.9709466,1.7554193,1.9709466,4.7990527,-0.21552716
0.0,0.0,0.0,3.1853704,3.3761292,0.0,0.0,0.0,0.51879567,0.51879567,0.0,0.0,0.0,0.0,0.0,1.4201679,18.962605,1.9389637,5.310424,5.195191524922848,31.54553609341383,4.364949498325586,0.0,5.195191524922848,0.0,-2.942898,-2.3088696,-2.942898,-2.3088696,5.310424,-0.6340283
0.0,0.0,0.0,5.850975,6.2232904,0.0,0.0,0.0,-0.64209086,0.0,-0.64209086,0.0,0.0,0.0,0.0,1.5413742,5.4172773,0.8992833,5.063995,3.406546041369438,14.091994993388653,1.949906513094902,0.0,3.406546041369438,0.0,7.106062,8.121419,7.106062,8.121419,5.063995,-1.0153577
0.39462873,0.019731436,0.0,1.726432,1.8614959,0.0,0.0,0.0,4.396546,4.396546,0.0,0.39462873,0.0,0.0,0.0,0.39842674,9.142714,4.794973,5.122431,8.22471584379673,19.992560267448425,2.7663665115833282,0.0,8.22471584379673,0.0,-3.2242708,-1.9102788,-3.2242708,-1.9102788,5.122431,-1.3139925
1.2472739,0.07381818,0.0,1.1173536,1.1641479,0.0,0.0,0.0,1.8602968,1.8602968,0.0,1.2472739,0.0,0.0,0.0,0.89238435,5.4340644,2.7526813,7.2759995,7.852363392710686,21.02351702004671,2.909019843675196,0.0,7.852363392710686,0.0,-7.9006214,-6.54287,-7.9006214,-6.54287,7.2759995,-1.3577511
2.4020748,0.16699342,0.0,1.4731286,1.5256222,0.0,0.0,0.0,-1.5994134,0.0,-1.5994134,2.4020748,0.0,0.0,0.0,1.6490147,4.0847077,0.049601432,5.1050835,2.3582630902528763,11.79230509721674,1.6316989373444812,0.0,2.3582630902528763,0.0,-3.173425,-1.8590238,-3.173425,-1.8590238,5.1050835,-1.3144007
3.8788836,0.2693658,0.0,2.2755148,2.393033,0.0,0.0,0.0,-0.4540265,0.0,-0.4540265,3.8788836,0.0,0.0,0.0,0.4805648,0.0,0.026538301,4.925302,3.6082555800676346,0.07928713038563728,0.010970944655127823,0.0,3.6082555800676346,0.0,7.0530696,8.185455,7.0530696,8.185455,4.925302,-1.1323856
4.6778016,0.33918932,0.0,2.73843,2.8719354,0.0,0.0,0.0,0.8453484,0.8453484,0.0,4.6778016,0.0,0.0,0.0,0.13014595,1.5874946,0.9754944,6.7917924,7.198893815279007,2.495275420602411,0.3452707480173558,0.0,7.198893815279007,0.0,7.003607,7.7810426,6.3141274,7.091563,6.7917924,-0.777436
3.6402776,0.21269456,0.0,1.7483085,1.847391,0.0,0.0,0.0,3.2602658,3.2602658,0.0,3.6402776,0.0,0.0,0.0,0.8396397,11.687012,4.099906,13.952957,17.13198161125183,15.695013470947742,2.1717158667743206,0.0,17.13198161125183,0.0,13.407518,13.701454,1.8241396,2.1180754,13.952957,-0.2939357
2.9393883,0.14696941,0.0,4.7876487,5.2277145,0.0,0.0,0.0,1.1439897,1.1439897,0.0,2.9393883,0.0,0.0,0.0,2.1773314,4.523756,3.3213212,8.026304,9.317263036966324,9.22614348307252,1.2766196243464947,0.0,9.317263036966324,0.0,12.606788,12.606788,3.2933683,3.2933683,8.026304,0.0
5.595619,0.28178015,0.0,5.145878,5.504556,0.0,0.0,0.0,0.014752179,0.014752179,0.0,5.595619,0.0,0.0,0.0,1.0977604,12.7899065,1.1125126,9.323924,9.620455622673035,19.27590400679037,2.6672029432374984,0.0,9.620455622673035,0.0,6.0549827,6.0549827,-4.6235447,-4.6235447,9.323924,0.0
6.0266633,0.30377686,0.0,5.4660807,5.9389462,0.0,0.0,0.0,-0.21687424,0.0,-0.21687424,6.0266633,0.0,0.0,0.0,3.3345437,11.804435,3.1176693,17.215048,17.301949590444565,13.906847266480327,1.9242876470088959,0.0,17.301949590444565,0.0,17.034365,17.034365,12.529426,12.529426,17.215048,0.0
5.15934,0.2644985,0.0,5.163835,5.446694,0.0,0.0,0.0,-1.9574203,0.0,-1.9574203,5.15934,0.0,0.0,0.0,3.447416,4.0526385,1.4899957,8.936959,7.244036823511124,10.92658031359315,1.5119087321218103,0.0,7.244036823511124,0.0,5.9325933,5.9325933,10.687566,10.687566,8.936959,0.0
8.02895,0.40144747,0.0,2.8514667,3.075914,0.0,0.0,0.0,-1.3445209,0.0,-1.3445209,8.02895,0.0,0.0,0.0,2.6382349,5.6579432,1.293714,8.203104,7.260031163692474,11.493897195905447,1.5904082474298775,0.0,7.260031163692474,0.0,4.6613946,4.6613946,12.33163,12.33163,8.203104,0.0
6.4115963,0.3205798,0.0,1.911879,2.0588846,0.0,0.0,0.0,0.18758011,0.18758011,0.0,6.4115963,0.0,0.0,0.0,1.1581085,0.41109627,1.3456886,5.461395,5.969554841518402,0.630037410184741,0.08717814600095153,0.0,5.969554841518402,0.0,10.904957,10.904957,24.461267,24.461267,5.461395,0.0
4.405181,0.22025904,0.0,1.2959914,1.3782423,0.0,0.0,0.0,-0.6223,0.0,-0.6223,4.405181,0.0,0.0,0.0,0.7481557,5.1672835,0.12585568,4.153739,3.7516980916261673,7.451029809191823,1.0309975126292557,0.0,3.7516980916261673,0.0,8.754328,8.754328,13.032938,13.032938,4.153739,0.0
8.226325,0.41131628,0.0,4.915236,5.236507,0.0,0.0,0.0,3.605504,3.605504,0.0,8.226325,0.0,0.0,0.0,0.10608872,5.497739,3.7115927,3.7934747,7.810295283794403,6.4936429020017385,0.8985240627080202,0.0,7.810295283794403,0.0,4.6968546,4.6968546,16.439548,16.439548,3.7934747,0.0
9.298147,0.46490735,0.0,0.2275216,0.24910937,0.0,0.0,0.0,-1.8242258,0.0,-1.8242258,9.298147,0.0,0.0,0.0,3.0169272,0.72314215,1.1927013,3.6819863,2.3226678520441055,7.1085904985666275,0.9836142137646675,0.0,2.3226678520441055,0.0,2.5309424,2.5309424,20.66766,20.66766,3.6819863,0.0
5.997429,0.29987147,0.0,0.0,0.0,0.0,0.0,0.0,3.0196104,3.0196104,0.0,5.997429,0.0,0.0,0.0,0.0,5.713006,3.0196104,3.559875,6.879356563091278,7.532388675957918,1.042255129199475,0.0,6.879356563091278,0.0,5.806093,5.806093,16.378162,16.378162,3.559875,0.0
8.356327,0.41781634,0.0,0.68142587,0.70519525,0.0,0.0,0.0,3.7935464,3.7935464,0.0,8.356327,0.0,0.0,0.0,0.8711484,5.6617274,4.664695,3.5135593,7.724921464920044,10.366390407085419,1.4343953725183383,0.0,7.724921464920044,0.0,1.3858905,1.3858905,16.728874,16.728874,3.5135593,0.0
