dhw_storage,electrical_storage,cooling_or_heating_device
-0.0112288995,-0.057489652,-0.21490557
-0.1728738,-0.005847283,-0.1593731
-0.093450524,0.081182145,-0.15055385
-0.100502826,0.04223607,-0.17273615
-0.071699195,0.002337827,-0.18868186
-0.10429847,-0.014921511,-0.17122136
-0.11918785,-0.04090976,-0.22346428
-0.20836903,-0.035211705,-0.26716295
-0.23486814,-0.03152188,-0.25711513
-0.21556367,-0.043872315,-0.25698426
-0.2170353,-0.06504814,-0.25581652
-0.19751355,-0.08961205,-0.27063805
-0.20918837,-0.13060424,-0.29434064
-0.23467259,-0.15288118,-0.26242265
-0.1867039,-0.15306084,-0.33260432
-0.17042924,-0.16049278,-0.35147512
-0.17024845,-0.15077306,-0.36377653
-0.11334635,-0.12936693,-0.3661994
-0.05625296,-0.116348036,-0.37893024
0.028476028,-0.118555866,-0.30397958
0.090381935,-0.101227395,-0.2016856
0.06950305,-0.062839195,-0.1918209
0.054353036,-0.08027825,-0.12263456
-0.019738814,-0.06475505,-0.101763114
-0.09813229,-0.030405486,-0.12381324
0.16771644,-0.1896408,-0.12812217
0.07569523,-0.10675329,-0.16302855
0.11108258,-0.13420404,-0.13789718
0.087083794,-0.13764788,-0.15809983
0.055199105,-0.10286945,-0.19513273
0.10918556,-0.16208021,-0.1682706
0.041563436,-0.11440204,-0.31957743
0.053685255,-0.11650521,-0.3401858
-0.051308416,-0.15972267,-0.382023
0.03982317,-0.12309911,-0.36912173
-0.035450518,-0.21794324,-0.37631553
-0.06875471,-0.15516636,-0.3969589
-0.15029153,-0.10873159,-0.37814844
-0.0660632,-0.12720881,-0.43209225
-0.016484069,-0.13126656,-0.4450327
-0.027551103,-0.12338642,-0.45643178
0.008213682,-0.11663812,-0.46182162
0.04336047,-0.10479251,-0.44484067
0.026301684,-0.1460329,-0.4086938
0.09595245,-0.14303933,-0.24546283
0.11995239,-0.14518937,-0.2530519
0.11484212,-0.11838601,-0.23898333
0.11820623,-0.11861659,-0.18084028
0.007360096,-0.09220357,-0.09910542
0.018317603,-0.11840693,-0.1536761
-0.019555284,-0.04021335,-0.10678451
0.007787341,0.0049153343,-0.169578
0.03527221,0.0074329143,-0.19282454
0.060972042,0.010390261,-0.2426768
0.0958154,-0.03992093,-0.26507717
0.15951486,-0.1681431,-0.23119977
0.09498895,-0.07680868,-0.43149155
0.064569406,-0.11701921,-0.3878882
0.14141877,-0.08732187,-0.41032523
0.1523107,-0.12481956,-0.3665714
0.07227562,-0.08441827,-0.41482303
0.05900817,-0.08352829,-0.42914146
0.016337126,-0.08999026,-0.45864886
-0.082551606,-0.11723706,-0.46594903
-0.07953622,-0.1473214,-0.4579777
-0.062303677,-0.17491564,-0.4562143
-0.007834269,-0.16981848,-0.440107
0.020675024,-0.1500903,-0.41969937
-0.021040045,-0.08716625,-0.28398016
0.06645131,-0.056508712,-0.2256075
0.02478477,-0.080422975,-0.16066438
0.02074523,-0.04471137,-0.18028861
-0.011667269,-0.04730673,-0.18837798
