cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
3.4389548,0.0,0.85196054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0851301383507375,0.0,0.0,0.0,0.0,0.0,13.5,0.0,3.4389548,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4669244,1.318885,1.318885,0.0,1.318885,1.318885,0.4669244,-0.0,26.666666,26.666666,26.666666,2.0
3.0851555,0.0,0.7388012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0851301383507375,0.0,0.0,0.0,0.0,0.0,13.5,0.0,3.0851555,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.37650564,1.1153069,1.1153069,0.0,1.1153069,1.1153069,0.37650564,-0.0,26.666666,26.666666,26.666666,2.0
3.9209602,0.0,0.9119339,0.0,0.0,0.41920665,0.41920665,0.41920665,0.0,0.095455475,4.0851301383507375,0.38994804,0.0,0.0,0.0,0.0,13.5,0.0,3.9209602,-0.0,0.40159822,-0.0,-0.0,0.0,0.0,0.37452906,1.7056696,1.7056696,0.0,1.286463,1.286463,0.37452906,-0.0,26.12098,26.11111,26.11111,2.0
3.5196562,0.0,0.8185989,0.0,0.0,1.1270623,1.1270623,1.1270623,0.0,0.35158905,4.0851301383507375,1.436287,0.0,0.0,0.0,0.0,13.5,0.0,3.5196562,-0.0,1.079721,-0.0,-0.0,0.0,0.0,0.3732273,2.3188887,2.3188887,0.0,1.1918263,1.1918263,0.3732273,-0.0,26.111391,26.11111,26.11111,2.0
3.0273728,0.0,0.70410407,0.0,0.0,0.8445273,0.84452724,0.84452724,0.0,0.542035,4.0851301383507375,2.2142835,0.0,0.0,0.0,0.0,13.5,0.0,3.0273728,-0.0,0.8090536,-0.0,-0.0,0.0,0.0,0.38611028,1.9347417,1.9347417,0.0,1.0902145,1.0902145,0.38611028,-0.0,26.111122,26.11111,26.11111,2.0
2.5936222,0.0,0.58177716,0.0,0.0,1.1070879,1.1070879,1.1070879,0.0,0.7912613,4.0851301383507375,3.2324054,0.0,0.0,0.0,0.0,13.5,0.0,2.5936222,-0.0,1.0605855,-0.0,-0.0,0.0,0.0,0.44177255,2.1306376,2.1306376,0.0,1.0235498,1.0235498,0.44177255,-0.0,26.11111,26.11111,26.11111,2.0
2.3889544,0.0,0.55562115,0.0,0.0,0.93506193,0.9350619,0.9350619,0.0,1.0,4.0851301383507375,4.08513,0.0,0.0,0.0,0.0,13.5,0.0,2.3889544,-0.0,0.8957854,-0.0,-0.0,0.0,0.0,0.57308716,2.0637703,2.0637703,0.0,1.1287084,1.1287084,0.57308716,-0.0,26.11111,26.11111,26.11111,2.0
2.3294086,0.0,0.55782276,0.0,0.0,0.023197748,0.023197748,0.023197748,0.0,1.0,4.0851301383507375,4.08513,0.0,0.0,0.0,0.0,13.5,0.0,2.3294086,-0.0,0.022223346,-0.0,-0.0,0.0,0.0,0.81814146,1.3749388,1.3749388,0.0,1.3517411,1.3759642,0.81814146,-0.024223058,26.11111,26.11111,26.11111,2.0
2.7100537,0.0,0.69005734,0.0,0.0,0.023197748,0.023197748,0.023197748,0.0,1.0,4.0851301383507375,4.08513,0.0,0.0,0.0,0.0,13.5,0.0,2.7100537,-0.0,0.022223346,-0.0,-0.0,0.0,0.0,1.431129,2.040417,2.040417,0.0,2.0172193,2.1211863,1.431129,-0.103966966,26.11111,26.11111,26.11111,2.0
3.2279756,0.0,0.91980076,0.0,0.22782394,0.4988239,0.023197748,0.023197748,0.0,1.0,4.0851301383507375,4.08513,0.0,0.0,0.0,0.0,13.5,0.0,3.2279756,-0.0,0.022223346,-0.0,-0.0,0.0,0.0,2.002324,3.1484013,3.1484013,0.0,3.1252036,3.397751,2.002324,-0.27254748,26.11111,26.11111,26.11111,2.0
