heating_storage,electrical_storage,heating_device,heating_fuel_device
-0.32571453,0.022692926,0.07373093,0.17948735
-0.31512976,0.04132267,0.06341377,0.18234086
-0.24945328,0.036747478,0.08758643,0.19636503
-0.075098716,0.02947243,0.113613516,0.18058227
0.1257706,0.011920618,0.15993223,0.2070305
0.14183122,-0.019467002,0.10811642,0.20841725
-0.08205544,-0.018900122,0.12821636,0.1752364
0.30307883,-0.024559919,0.1303016,0.28060257
-0.38075617,-0.032638453,0.09000218,0.12466605
-0.15459815,-0.023091253,0.079821214,0.16401497
-0.13259186,-0.02463397,0.07924643,0.10624555
-0.27407926,-0.0070906053,0.1385042,0.08375543
-0.35150325,-0.018562336,0.16089585,0.069140196
-0.41588157,-0.03148808,0.15525231,0.063812345
-0.40520516,-0.030379035,0.13681182,0.06045793
-0.3111887,-0.008718015,0.07202573,0.049636304
-0.07688212,-0.023846444,0.09152019,0.073323175
-0.084731095,-0.015202161,0.11786565,0.06507149
-0.063862145,-0.0056813443,0.1549828,0.11392531
-0.2668141,0.0030140483,0.09008613,0.08826351
-0.05268525,0.00752649,0.06498067,0.08909732
-0.12425153,0.027043989,0.028411165,0.043792978
-0.0095339045,-0.012608378,0.06477949,0.10139641
-0.35455173,0.0219337,0.028090224,0.0741508
-0.4082807,0.0064142346,0.056877077,0.13781458
-0.42062095,0.014376253,0.053094983,0.12188631
-0.37461382,-0.008578564,0.1002821,0.24394296
-0.32434243,-0.01679231,0.08640146,0.18609653
-0.28613824,-0.011890235,0.110316604,0.16878198
-0.28017643,-0.011490805,0.09569773,0.12366389
-0.29082468,-0.01156985,0.09557533,0.09135175
-0.24730512,0.010147029,0.0916034,0.10548197
-0.31392455,-0.0049290163,0.14000702,0.112378865
-0.32531533,-0.025468936,0.18075785,0.06702411
-0.3232184,-0.031948768,0.13796794,0.053749695
-0.3393002,-0.03286031,0.1390211,0.06411344
-0.26075143,-0.02886232,0.121683195,0.062161505
-0.22967598,-0.030711113,0.1372047,0.063921005
-0.16718505,-0.02232422,0.18573266,0.08514702
-0.22154155,-0.014970779,0.09754285,0.05650693
-0.28556716,-0.015193168,0.10137032,0.06763244
-0.17354348,-0.018817399,0.119532794,0.08408311
-0.18418016,-0.016763344,0.15670517,0.09466401
0.08832047,-0.039115876,0.081160665,0.112900674
-0.072629035,-0.03620405,0.22352646,0.129056
-0.1452793,-0.013442334,0.15285808,0.13289085
-0.16776603,-0.005777575,0.12962136,0.12675014
-0.24936348,0.029371647,0.12765914,0.1405249
-0.01888491,-0.010957147,0.1809955,0.11778517
-0.065171994,-0.0021068323,0.18298851,0.12563625
0.052666295,-0.022403404,0.13278505,0.13203864
-0.13465379,-0.028385691,0.100611374,0.15911385
-0.17987706,-0.02368289,0.102119446,0.15541565
-0.33246428,-0.010442268,0.12337422,0.12211533
-0.23831777,-0.009995756,0.19388938,0.23198175
-0.22508484,-0.008169038,0.169592,0.22269347
-0.2661909,-0.008357514,0.15583487,0.16024855
-0.13012952,-0.0054432563,0.11279744,0.12796667
-0.22733232,-0.0042354744,0.100075066,0.11527446
-0.16717379,-0.0056439163,0.08181375,0.07326464
-0.08823834,-0.001655983,0.12177156,0.07216503
-0.15331055,0.0021594225,0.17034197,0.101701096
-0.28767687,-0.00042579763,0.10632354,0.06799647
0.1542239,-0.01751336,0.09637262,0.1060292
-0.16913973,-0.024814611,0.072809935,0.07470253
-0.14612587,-0.024917817,0.10399094,0.1339303
-0.17763536,0.0027986844,0.11676048,0.09849289
-0.2596322,0.0023872482,0.09790981,0.08853103
-0.3784654,-0.0009914393,0.09586632,0.104550034
-0.3290792,0.0071082334,0.16896084,0.119332716
-0.3918084,0.031318076,0.14721769,0.07565865
-0.33395243,0.016112674,0.14661725,0.09635475
-0.40328628,0.019832712,0.1524106,0.17531435
-0.37879908,0.009641513,0.121462405,0.16783407
-0.37857255,-0.0062108105,0.13645327,0.18885055
-0.2802267,-0.0072619617,0.19866124,0.14498317
-0.12678511,-0.003921679,0.13856533,0.12379548
-0.25037917,-0.011668958,0.13860503,0.113631636
