cooling demand,dhw demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,dhw storage electricity consumption,heating fuel consumption,dhw fuel consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,5.394657,49.30858,0.02589542,23.889091,5.657878,0.0,55.016605,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,49.30858,0.0,6.543265,36.116127,11.826154,19.007565,55.01661,7.6126375,11.511579,36.116127,0.0,36.116127,36.116127,39.59827,39.59827,6.543265,0.0
0.0784016,6.120484,50.40593,0.0,27.509752,6.4349904,0.0,1.3562686,0.0,0.0,0.0,2.595631,2.595631,0.0,0.0,0.0,0.0,0.0,0.0,50.40593,2.595631,7.4673653,44.007736,14.151999,23.9288,1.3562686,0.18766662,0.2837833,44.007736,0.0,38.08827,38.08827,41.15786,41.15786,7.4673653,0.0
0.0,2.0563266,50.379753,0.0,29.690804,2.1892252,0.0,1.1099062,0.0,0.0,0.0,2.91006,2.91006,0.0,0.0,0.0,0.0,0.0,0.42936897,49.404903,3.339429,6.2684927,41.058586,13.046325,22.071228,1.1099062,0.15357749,0.23223484,41.058586,0.0,32.886982,32.886982,35.244358,35.244358,6.2684927,0.0
0.0,11.102127,50.934074,0.0,29.036055,11.94672,0.0,0.15840015,0.0,0.0,0.0,2.0486484,2.0486484,0.0,0.0,0.0,0.0,0.0,0.33786485,49.17929,2.3865132,6.2296653,49.261093,15.644849,26.332945,0.15840015,0.021917796,0.03314337,49.261093,0.0,44.00472,44.00472,46.80846,46.80846,6.2296653,0.0
0.0,2.800099,50.35363,0.0,27.07032,2.9565358,0.0,0.0,0.0,0.0,0.0,2.1481957,2.1481957,0.0,0.0,0.0,0.0,0.0,0.0,47.51985,2.1481957,7.860568,40.035625,12.7110195,21.519964,0.0,0.0,0.0,40.035625,0.0,36.764248,36.764248,39.05187,39.05187,7.860568,0.0
0.0,17.536346,49.04725,0.0,26.986725,18.949265,0.0,0.0,0.0,0.0,0.0,1.4447677,1.4447677,0.0,0.0,0.0,0.0,0.0,0.3504435,44.78671,1.7952113,8.267109,55.647865,17.667797,29.845669,0.0,0.0,0.0,55.647865,0.0,52.728188,52.728188,55.184326,55.184326,8.267109,0.0
0.0,2.6235106,53.40096,0.0,26.755089,2.7949605,0.0,0.0,0.0,0.0,0.0,2.307977,2.307977,0.0,0.0,0.0,0.0,0.0,0.10863404,49.16562,2.4166112,15.945933,47.80396,15.147086,25.922766,0.0,0.0,0.0,47.80396,0.0,45.623817,45.623817,48.97626,48.97626,15.945933,0.0
0.0,1.1797404,66.485374,0.0,35.47112,1.2687244,0.0,0.36462453,0.0,0.0,0.0,2.0691042,2.0691042,0.0,0.0,0.0,0.0,0.0,0.0010604486,62.890938,2.0701647,16.747854,55.55681,17.644306,30.377033,0.36462453,0.050453022,0.0762934,55.55681,0.0,54.851795,54.851795,62.354584,62.354584,16.747854,0.0
0.0,8.043204,47.71915,0.0,26.477205,8.478661,0.0,0.6950461,0.0,0.0,0.0,2.6164594,2.6164594,0.0,0.0,0.0,0.0,0.0,0.13393134,46.931984,2.7503908,12.06194,48.947273,15.464566,26.850471,0.6950461,0.09617339,0.14543024,48.947273,0.0,43.839592,44.526585,46.076237,46.763233,12.06194,-0.68699723
0.0,5.363298,41.179558,0.0,17.062832,5.6787395,0.0,0.0,0.0,0.0,0.0,0.18587014,0.18587014,0.0,0.0,0.0,0.0,0.0,1.3543314,33.427696,1.5402014,11.415069,32.30315,10.205967,18.203932,0.0,0.0,0.0,32.30315,0.0,35.483494,37.52285,36.19717,38.236526,11.415069,-2.039356
0.0,7.178627,31.536093,0.0,14.506415,7.653341,0.0,0.0,0.0,0.0,0.0,-0.20355436,0.0,-0.20355436,0.0,0.0,0.0,0.0,1.2428887,27.64365,1.0393343,11.5073,30.14867,9.186151,17.96349,0.0,0.0,0.0,30.14867,0.0,30.448715,33.763542,30.758453,34.07328,11.5073,-3.3148296
0.39462873,10.217126,22.476812,0.0,11.4158745,10.884468,0.0,0.0,0.0,0.0,0.0,0.7311162,0.7311162,0.0,0.0,0.0,0.0,0.0,0.6323375,20.058748,1.3634535,12.360687,31.036034,9.125214,18.429737,0.0,0.0,0.0,31.036034,0.0,29.143124,33.499233,29.342846,33.69896,12.360687,-4.356111
1.2472739,4.3748145,14.755543,0.0,6.8709817,4.6265616,0.0,0.0,0.0,0.0,0.0,-0.41547862,0.0,-0.41547862,0.0,0.0,0.0,0.0,1.1314265,12.063955,0.7159478,12.8908415,19.411894,5.814057,11.283488,0.0,0.0,0.0,19.411894,0.0,19.926842,24.487856,19.926842,24.487856,12.8908415,-4.561012
