cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,outdoor_temperature,indoor_temperature,heating_sp,cooling_sp,comfort_band
0.0,6.6260614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,6.6260614,0.0,0.42346695,0.42346695,0.42346695,0.0,0.42346695,0.42346695,0.42346695,-0.0,-21.333334,19.953476,20.0,20.0,2.0
0.0,7.1070056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.1070056,0.0,0.39148065,0.39148065,0.39148065,0.0,0.39148065,0.39148065,0.39148065,-0.0,-21.225,19.997625,20.0,20.0,2.0
0.0,7.004926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.004926,0.0,0.38949773,0.38949773,0.38949773,0.0,0.38949773,0.38949773,0.38949773,-0.0,-21.7,19.99988,20.0,20.0,2.0
0.0,7.0757437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.0757437,0.0,0.39439172,0.39439172,0.39439172,0.0,0.39439172,0.39439172,0.39439172,-0.0,-22.8,19.999994,20.0,20.0,2.0
0.0,6.920969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,6.920969,0.0,0.4199166,0.4199166,0.4199166,0.0,0.4199166,0.4199166,0.4199166,-0.0,-22.45,20.0,20.0,20.0,2.0
0.0,6.7881756,0.0,0.0,1.2940785,1.4264865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,6.7881756,0.0,0.46805528,0.46805528,0.46805528,0.0,0.46805528,0.46805528,0.46805528,-0.0,-23.9,20.0,20.0,20.0,2.0
0.0,7.4835753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.4835753,0.0,0.68843704,0.68843704,0.68843704,0.0,0.68843704,0.68843704,0.68843704,-0.0,-25.0,20.0,20.0,20.0,2.0
0.0,6.7321734,0.0,0.0,1.9020613,2.0966773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,6.7321734,0.0,0.8634311,0.8634311,0.8634311,0.0,0.8634311,0.8634311,0.8634311,-0.0,-25.0,20.0,20.0,20.0,2.0
0.0,4.764705,0.0,0.0,4.918272,5.421502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.764705,0.0,1.5513045,1.5422777,1.5422777,0.0,1.5422777,1.5513045,1.5513045,-0.009026778,-23.9,20.0,20.0,20.0,2.0
0.0,5.06421,0.0,0.0,0.83829904,0.9240725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,5.06421,0.0,1.4101743,1.3420583,1.3420583,0.0,1.3420583,1.4101743,1.4101743,-0.068115905,-21.1,20.0,20.0,20.0,2.0
0.0,3.9860804,0.0,0.0,1.5778039,1.7392423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.9860804,0.0,1.445159,1.302584,1.302584,0.0,1.302584,1.445159,1.445159,-0.1425749,-19.45,20.0,20.0,20.0,2.0
0.0,3.2197804,0.0,0.0,1.0518719,1.1594977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.2197804,0.0,1.4011612,1.2191811,1.2191811,0.0,1.2191811,1.4011612,1.4011612,-0.18198018,-16.7,20.0,20.0,20.0,2.0
0.0,3.0875223,0.0,0.0,0.525936,0.5797489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.0875223,0.0,1.2020332,0.9936443,0.9936443,0.0,0.9936443,1.2020332,1.2020332,-0.20838886,-16.1,20.0,20.0,20.0,2.0
0.0,2.1835275,0.0,0.0,2.1586561,2.3795264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,2.1835275,0.0,0.9957245,0.80452543,0.80452543,0.0,0.80452543,0.9957245,0.9957245,-0.19119908,-16.3,20.0,20.0,20.0,2.0
0.0,2.524159,0.0,0.0,0.63464385,0.6995796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,2.524159,0.0,1.2824855,1.1349365,1.1349365,0.0,1.1349365,1.2824855,1.2824855,-0.14754908,-16.5,20.06889,20.0,20.0,2.0
0.0,12.164395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.164395,0.0,1.0166763,0.9171878,0.9171878,0.0,0.9171878,1.0166763,1.0166763,-0.09948849,-16.65,30.461378,20.0,20.0,2.0
0.0,12.206392,0.0,0.0,0.33293223,0.36699733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.206392,0.0,0.9113024,0.89869636,0.89869636,0.0,0.89869636,0.9113024,0.9113024,-0.01260602,-17.5,23.077114,20.0,20.0,2.0
0.0,12.221702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.221702,0.0,0.90496385,0.90496385,0.90496385,0.0,0.90496385,0.90496385,0.90496385,-0.0,-18.9,29.136515,20.0,20.0,2.0
0.0,12.197474,0.0,0.0,0.52593565,0.5797486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.197474,0.0,1.2964765,1.2964765,1.2964765,0.0,1.2964765,1.2964765,1.2964765,-0.0,-20.6,23.055159,20.0,20.0,2.0
0.0,12.1975355,0.0,0.0,0.75510776,0.8323692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.1975355,0.0,1.7996505,1.7996505,1.7996505,0.0,1.7996505,1.7996505,1.7996505,-0.0,-21.4,28.456064,20.0,20.0,2.0
0.0,12.203131,0.0,0.0,1.0518726,1.1594986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.203131,0.0,1.0233676,1.0233676,1.0233676,0.0,1.0233676,1.0233676,1.0233676,-0.0,-22.2,23.208834,20.555555,20.555555,2.0
0.0,12.188965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.188965,0.0,0.8824107,0.8824107,0.8824107,0.0,0.8824107,0.8824107,0.8824107,-0.0,-22.2,25.661135,20.0,20.0,2.0
0.0,12.210679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.210679,0.0,0.6008928,0.6008928,0.6008928,0.0,0.6008928,0.6008928,0.6008928,-0.0,-22.2,23.314445,18.0,18.0,2.0
0.0,12.217629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.217629,0.0,0.5039316,0.5039316,0.5039316,0.0,0.5039316,0.5039316,0.5039316,-0.0,-21.7,24.561558,18.0,18.0,2.0
0.0,12.183159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.183159,0.0,0.48206842,0.48206842,0.48206842,0.0,0.48206842,0.48206842,0.48206842,-0.0,-22.2,24.157091,18.0,18.0,2.0
0.0,12.205967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.205967,0.0,0.39148065,0.39148065,0.39148065,0.0,0.39148065,0.39148065,0.39148065,-0.0,-22.75,24.135242,18.0,18.0,2.0
0.0,12.15291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.15291,0.0,0.38949773,0.38949773,0.38949773,0.0,0.38949773,0.38949773,0.38949773,-0.0,-23.3,24.040243,18.0,18.0,2.0
0.0,12.209486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.209486,0.0,0.39439172,0.39439172,0.39439172,0.0,0.39439172,0.39439172,0.39439172,-0.0,-23.3,24.178633,18.0,18.0,2.0
0.0,12.215452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.215452,0.0,0.4199166,0.4199166,0.4199166,0.0,0.4199166,0.4199166,0.4199166,-0.0,-24.15,24.067389,18.0,18.0,2.0
