cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,heating_sp,cooling_sp,comfort_band
0.0,3.0057995,0.0,1.6624824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.0057995,0.0,0.3128241,1.9753065,1.9753065,0.0,1.9753065,1.9753065,0.3128241,-0.0,22.222221,22.222221,22.222221,2.0
0.0,3.1621528,0.0,1.74896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.08567356,5.399979178104121,0.46263545729869926,0.0,-0.0,0.0,-0.0,-0.0,3.1621528,0.4914,0.31182992,2.5521898,2.5521898,0.0,2.0607898,2.0607898,0.31182992,-0.0,22.222221,22.222221,22.222221,2.0
0.0,3.121014,0.0,1.7262065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.17069224,5.399958356127954,0.9217309619639542,0.0,-0.0,0.0,-0.0,-0.0,3.121014,0.4914,0.31083578,2.5284424,2.5284424,0.0,2.0370424,2.0370424,0.31083578,-0.0,22.222221,22.222221,22.222221,2.0
0.0,3.199797,0.0,1.7697808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.25506103,5.399937534071498,1.3773136314704555,0.0,-0.0,0.0,-0.0,-0.0,3.199797,0.4914,0.30984163,2.5710225,2.5710225,0.0,2.0796225,2.0796225,0.30984163,-0.0,22.222221,22.222221,22.222221,2.0
0.0,3.23329,0.0,1.7883054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.3387849,5.399916711934752,1.8294102610154628,0.0,-0.0,0.0,-0.0,-0.0,3.23329,0.4914,0.3088475,2.588553,2.588553,0.0,2.097153,2.097153,0.3088475,-0.0,22.222221,22.222221,22.222221,2.0
0.0,3.2625039,0.0,1.8044634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.4218688,5.399895889717716,2.278047605151523,0.0,-0.0,0.0,-0.0,-0.0,3.2625039,0.4914,0.3088475,2.6047108,2.6047108,0.0,2.1133108,2.1133108,0.3088475,-0.0,22.222221,22.222221,22.222221,2.0
0.0,3.1806245,0.0,1.7591766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.5043176,5.399875067420389,2.7232519352329936,0.0,-0.0,0.0,-0.0,-0.0,3.1806245,0.4914,0.31083578,2.5614123,2.5614123,0.0,2.0700123,2.0700123,0.31083578,-0.0,22.222221,22.222221,22.222221,2.0
0.0,2.4917216,0.0,1.3936981,1.2796876,1.3947635,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.58613616,5.39985424504277,3.165049844066332,0.0,-0.0,0.0,-0.0,-0.0,2.4917216,0.4914,0.77916735,4.059029,4.059029,0.0,3.567629,3.567629,0.77916735,-0.0,22.222221,22.222221,22.222221,2.0
0.0,3.0596364,0.0,1.7113507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.4914,0.0,0.6673293,5.399833422584857,3.6034671194108507,0.0,-0.0,0.0,-0.0,-0.0,3.0596364,0.4914,0.804831,2.982151,2.982151,0.0,2.490751,2.5161817,0.804831,-0.025430696,22.222221,22.222221,22.222221,2.0
0.0,2.9826024,0.0,1.6496522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.432,0.0,-0.432,0.5771107,5.399815117056416,3.1162911239768043,0.0,-0.0,0.0,-0.0,0.432,2.9826024,0.0,0.81012446,1.9432662,1.9432662,0.0,2.375266,2.4597766,0.81012446,-0.08451054,22.222221,22.222221,22.222221,2.0
