cooling demand,dhw demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw electricity consumption,dhw storage electricity consumption,heating fuel consumption,dhw fuel consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,net electricity cost,net electricity emission,net fuel consumption,net fuel cost,net fuel emission,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.5179084,5.394657,49.30858,0.02589542,23.889091,5.657878,0.0,55.016605,0.0,0.0,0.0,0.0,0.0,0.0,0.5179084,0.0,0.0,0.0,0.0,49.30858,0.0,6.543265,36.116127,11.826154,19.007565,55.01661,7.6126375,11.511579,36.116127,0.0,36.116127,36.116127,39.59827,39.59827,6.543265,0.0
0.0784016,6.120484,50.40593,0.0,29.854239,6.4349904,0.0,13.044954,0.0,0.0,0.0,16.416677,16.416677,0.0,0.0,0.0,0.0,0.0,0.0,50.40593,16.416677,7.4673653,60.173267,19.350506,32.71866,13.044954,1.8050278,2.7295036,60.173267,0.0,33.351803,33.351803,36.421387,36.421387,7.4673653,0.0
0.0,2.0563266,50.379753,0.0,33.93659,2.1892252,0.0,20.58843,0.0,0.0,0.0,19.590452,19.590452,0.0,0.0,0.0,0.0,0.0,0.47101516,50.379753,20.061466,6.2684927,61.984764,19.695595,33.32019,20.58843,2.8488173,4.307888,61.984764,0.0,31.07931,31.07931,33.436684,33.436684,6.2684927,0.0
0.0,11.102127,50.934074,0.0,34.79568,11.94672,0.0,11.838741,0.0,0.0,0.0,12.674862,12.674862,0.0,0.0,0.0,0.0,0.0,1.8667994,48.398712,14.541661,6.2296653,65.64693,20.84883,35.092136,11.838741,1.6381242,2.4771175,65.64693,0.0,46.738228,46.738228,49.54198,49.54198,6.2296653,0.0
0.0,2.800099,50.35363,0.0,30.005812,2.9565358,0.0,5.392173,0.0,0.0,0.0,3.371421,3.371421,0.0,0.0,0.0,0.0,0.0,5.331602,45.197956,8.703023,7.860568,44.194336,14.031383,23.75536,5.392173,0.74611384,1.1282489,44.194336,0.0,41.325573,41.325573,43.613186,43.613186,7.860568,0.0
0.0,17.536346,49.04725,0.0,30.45031,18.949265,0.0,3.4422383,0.0,0.0,0.0,3.3113334,3.3113334,0.0,0.0,0.0,0.0,0.0,4.5289974,46.56731,7.840331,8.267109,60.97801,19.360079,32.704395,3.4422383,0.47630182,0.7202479,60.97801,0.0,58.446194,58.446194,60.902336,60.902336,8.267109,0.0
0.0,2.6235106,53.40096,0.0,34.25756,2.7949605,0.0,8.004857,0.0,0.0,0.0,9.867811,9.867811,0.0,0.0,0.0,0.0,0.0,3.1982718,48.711613,13.066084,15.945933,62.86627,19.919706,34.09064,8.004858,1.1076304,1.6749225,62.86627,0.0,51.70619,51.70619,55.058628,55.058628,15.945933,0.0
0.0,1.1797404,66.485374,0.0,41.081383,1.2687244,0.0,6.240961,0.0,0.0,0.0,4.785289,4.785289,0.0,0.0,0.0,0.0,0.0,2.88974,63.347683,7.675029,16.747854,63.88324,20.288702,34.92971,6.240961,0.8635605,1.3058478,63.88324,0.0,58.429688,58.429688,65.93248,65.93248,16.747854,0.0
0.0,8.043204,47.71915,0.0,27.49622,8.478661,0.0,2.0337691,0.0,0.0,0.0,3.3542113,3.3542113,0.0,0.0,0.0,0.0,0.0,3.4611912,44.293705,6.815402,12.06194,50.704033,16.019606,28.210007,2.0337691,0.28141224,0.42554232,50.704033,0.0,48.154533,48.841522,50.391182,51.078175,12.06194,-0.68699723
0.0,5.363298,41.179558,0.0,21.967325,5.6787395,0.0,0.0,0.0,0.0,0.0,-4.3636236,0.0,-4.3636236,0.0,0.0,0.0,0.0,5.3026843,34.35995,0.939061,11.415069,32.658154,10.318129,18.770193,0.0,0.0,0.0,32.658154,0.0,39.1236,41.16296,39.837276,41.87664,11.415069,-2.039356
